rhod,etad,gamma,V0,D0,Oh,We,Bo,F2,F2err
1188,0.0253,0.061,0.569368939,0.00252,0.059203463,15.91016521,1.212031098,0.372101691,0.036429586
1188,0.0253,0.061,1.63090425,0.00252,0.059203463,130.5401403,1.212031098,0.169484019,0.005070096
1188,0.0253,0.061,0.936081137,0.00252,0.059203463,43.00452296,1.212031098,0.246464996,0.015200123
1188,0.0253,0.061,1.486149435,0.00252,0.059203463,108.3957133,1.212031098,0.186109667,0.004489986
1188,0.0253,0.061,1.843211312,0.00252,0.059203463,166.7390798,1.212031098,0.133038404,0.005869527
1188,0.0253,0.061,2.045868053,0.00252,0.059203463,205.4198406,1.212031098,0.13807202,0.002331831
1188,0.0253,0.061,0.472865729,0.00252,0.059203463,10.97394618,1.212031098,0.420257702,0.021677849
1188,0.0253,0.061,0.636921186,0.00252,0.059203463,19.90941673,1.212031098,0.333160604,0.024062115
1188,0.0253,0.061,1.1483882,0.00252,0.059203463,64.72388667,1.212031098,0.220695376,0.007964278
1188,0.0253,0.061,0.791326322,0.00252,0.059203463,30.732534,1.212031098,0.299587242,0.010629036
1188,0.0253,0.061,1.042234668,0.00252,0.059203463,53.31116546,1.212031098,0.232643337,0.011514766
1188,0.0253,0.061,1.331744299,0.00252,0.059203463,87.04199546,1.212031098,0.189857781,0.004186986
1188,0.0253,0.061,2.248524794,0.00252,0.059203463,248.1318469,1.212031098,0.117257365,0.005515962
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
