rhod,etad,gamma,V0,D0,Oh,We,Bo,F2,F2err
1220,0.0802,0.061,0.645624953,0.00252,0.185195003,21.0083116,1.2446784,0.158093125,0.015064999
1220,0.0802,0.061,0.802140093,0.00252,0.185195003,32.4288079,1.2446784,0.094936923,0.006340795
1220,0.0802,0.061,0.93909084,0.00252,0.185195003,44.44733694,1.2446784,0.078151245,0.007808673
1220,0.0802,0.061,1.056477195,0.00252,0.185195003,56.25366082,1.2446784,0.049586226,0.011194876
1220,0.0802,0.061,1.349943083,0.00252,0.185195003,91.84625486,1.2446784,0.032492352,0.003133567
1220,0.0802,0.061,1.164081354,0.00252,0.185195003,68.29630409,1.2446784,0.041770068,0.005898485
1220,0.0802,0.061,1.506458223,0.00252,0.185195003,114.3785854,1.2446784,0.027831714,0.001831525
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
