t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,1.9734,-4.03928,-0.970735,-4.02109,-0.971088,1.00005,0.0193007,0.0193007,0.00293517,-0.0197913
0.02,1.0,1.9632,-4.03509,-0.963198,-4.01763,-0.963448,1.00004,2.00122,0.0191224,0.00535878,-0.957704
0.03,1.0,1.9417,-4.00531,-0.956091,-3.98709,-0.956334,1.00009,1.9916,0.0189897,0.00714762,-0.964543
0.04,1.0,1.9206,-3.97556,-0.948988,-3.95861,-0.949202,1.00017,1.98194,0.0188764,0.00991386,-0.967757
0.05,1.0,1.89955,-3.94541,-0.941794,-3.92928,-0.941996,1.00026,1.97225,0.0187748,0.0121233,-0.969252
0.06,1.0,1.87837,-3.91462,-0.934445,-3.89765,-0.93466,1.00042,1.96255,0.0186816,0.0155545,-0.969989
0.07,1.0,1.85699,-3.88318,-0.92694,-3.86667,-0.927178,1.00059,1.95285,0.0185948,0.0193776,-0.970154
0.08,1.0,1.83535,-3.85102,-0.919263,-3.83511,-0.919462,1.00078,1.94315,0.0185132,0.0223662,-0.969994
0.09,1.0,1.81348,-3.81819,-0.911429,-3.80252,-0.911647,1.00105,1.93345,0.018436,0.0269182,-0.969615
0.1,1.0,1.79137,-3.78467,-0.903427,-3.76994,-0.903645,1.00134,1.92376,0.0183626,0.0319424,-0.968957
0.11,1.0,1.76899,-3.75051,-0.895274,-3.73498,-0.895467,1.00166,1.91407,0.0182924,0.0355849,-0.968217
0.12,1.0,1.74639,-3.71569,-0.886964,-3.70095,-0.88718,1.00207,1.90439,0.0182252,0.0413708,-0.967355
0.13,1.0,1.72356,-3.68024,-0.878502,-3.66585,-0.87871,1.0025,1.89473,0.0181606,0.0476804,-0.966334
0.14,1.0,1.70051,-3.64422,-0.869904,-3.62931,-0.870144,1.00298,1.88507,0.0180985,0.0519077,-0.965301
0.15,1.0,1.67724,-3.60757,-0.861156,-3.59324,-0.861367,1.00356,1.87542,0.0180387,0.0589642,-0.964038
0.16,1.0,1.6538,-3.57046,-0.852298,-3.55622,-0.852517,1.00419,1.86579,0.017981,0.0665767,-0.962628
