t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.00166,-4.07609,-0.977736,-4.06023,-0.978704,0.99999,0.018048,0.018048,0.00188544,-0.0849077
0.02,1.0,2.00193,-4.08289,-0.974606,-4.06634,-0.9752,1.00003,2.00186,0.0175338,0.00416792,-0.915939
0.03,1.0,1.99321,-4.06902,-0.971296,-4.05148,-0.971801,1.00005,1.99262,0.0172682,0.00435056,-0.929628
0.04,1.0,1.98416,-4.05377,-0.967656,-4.03747,-0.968097,1.0001,1.98327,0.0170803,0.00413284,-0.939899
0.05,1.0,1.9747,-4.03699,-0.963651,-4.02053,-0.964098,1.00013,1.97383,0.0169324,0.00507733,-0.947601
0.06,1.0,1.9647,-4.01888,-0.95933,-4.00153,-0.959803,1.00019,1.96432,0.0168058,0.00621942,-0.954224
0.07,1.0,1.95419,-3.99923,-0.954638,-3.9823,-0.955134,1.00026,1.95475,0.0166959,0.00762016,-0.959376
0.08,1.0,1.9432,-3.97831,-0.949646,-3.96204,-0.950176,1.00032,1.94514,0.0165976,0.00928438,-0.963826
0.09,1.0,1.93174,-3.95612,-0.944349,-3.93931,-0.944929,1.00044,1.93548,0.0165108,0.0111287,-0.967461
0.1,1.0,1.91983,-3.93292,-0.938812,-3.91612,-0.939428,1.00056,1.92579,0.0158159,0.0132442,-0.970234
0.11,1.0,1.90767,-3.90908,-0.933132,-3.89241,-0.933563,1.00069,1.91608,0.0150773,0.0152329,-0.97244
0.12,1.0,1.89504,-3.8839,-0.927146,-3.8684,-0.927538,1.00087,1.90635,0.0144297,0.0177836,-0.974145
0.13,1.0,1.88201,-3.85767,-0.92092,-3.8426,-0.92126,1.00104,1.8966,0.013837,0.0206609,-0.975336
0.14,1.0,1.86854,-3.83051,-0.914473,-3.81487,-0.914753,1.00127,1.88684,0.0133234,0.0229493,-0.976025
0.15,1.0,1.85483,-3.80261,-0.907855,-3.7873,-0.908072,1.00152,1.87708,0.0128759,0.0262973,-0.97608
0.16,1.0,1.84091,-3.77432,-0.901144,-3.75898,-0.901367,1.00176,1.86732,0.0124754,0.0299336,-0.976198
0.17,1.0,1.82676,-3.74522,-0.894243,-3.73098,-0.894466,1.0021,1.85756,0.0121162,0.0324536,-0.975639
0.18,1.0,1.81237,-3.71559,-0.887215,-3.70161,-0.887378,1.00244,1.8478,0.0117966,0.0365854,-0.974989
0.19,1.0,1.79798,-3.68578,-0.880109,-3.6708,-0.880255,1.00279,1.83806,0.0115131,0.0392523,-0.974417
0.2,1.0,1.78325,-3.65515,-0.872879,-3.6405,-0.873035,1.00324,1.82832,0.0112651,0.0438552,-0.973382
0.21,1.0,1.76846,-3.62437,-0.865576,-3.60983,-0.865717,1.0037,1.81859,0.0110484,0.0488109,-0.972446
0.22,1.0,1.75355,-3.59302,-0.858136,-3.5775,-0.858243,1.00418,1.80887,0.0108404,0.0540879,-0.971288
0.23,1.0,1.73856,-3.56153,-0.850663,-3.54784,-0.8508,1.00475,1.79916,0.0106609,0.0572375,-0.970135
0.24,1.0,1.72349,-3.52986,-0.843146,-3.51575,-0.843235,1.00536,1.78946,0.0104906,0.0631159,-0.968947
0.25,1.0,1.70835,-3.49768,-0.835507,-3.48393,-0.83561,1.006,1.77978,0.0103407,0.0693456,-0.967821
0.26,1.0,1.69316,-3.46543,-0.827847,-3.45163,-0.827927,1.00671,1.77011,0.0101957,0.0728309,-0.966491
0.27,1.0,1.67794,-3.43299,-0.820144,-3.41838,-0.820219,1.00749,0.0155447,0.0100697,0.0797028,-0.00453744
0.28,1.0,1.66267,-3.40037,-0.812397,-3.38639,-0.812477,1.00832,1.75079,0.00994531,0.0870473,-0.966539
0.29,1.0,1.64741,-3.36767,-0.804628,-3.35341,-0.804664,1.0092,1.74115,0.0098326,0.0949399,-0.962496
0.3,1.0,1.63213,-3.3348,-0.796816,-3.32071,-0.796816,1.01018,1.73153,0.0097312,0.0989289,-0.960753
0.31,1.0,1.61684,-3.30189,-0.788994,-3.28764,-0.788923,1.01124,1.72193,0.00962775,0.107576,-0.959122
0.32,1.0,1.60161,-3.26894,-0.781162,-3.25397,-0.781095,1.01237,1.71235,0.00953441,0.116843,-0.957817
0.33,1.0,1.58636,-3.23597,-0.773326,-3.22096,-0.773396,1.01359,1.70278,0.00944952,0.126738,-0.956395
0.34,1.0,1.57111,-3.20292,-0.765465,-3.18689,-0.765393,1.0149,0.0153019,0.00936472,0.137351,-0.00394321
0.35,1.0,1.55589,-3.16969,-0.757564,-3.15674,-0.757581,1.0163,1.68366,0.00928464,0.149076,-0.954119
0.36,1.0,1.54068,-3.13649,-0.749668,-3.12261,-0.749671,1.0178,1.67413,0.00921108,0.161565,-0.951697
0.37,1.0,1.52552,-3.10336,-0.741787,-3.09206,-0.741808,1.01943,1.66462,0.00914307,0.166785,-0.949854
0.38,1.0,1.5104,-3.07025,-0.733908,-3.05755,-0.733911,1.02121,1.65513,0.00907321,0.189384,-0.94836
0.39,1.0,1.49527,-3.03719,-0.726042,-3.02539,-0.726167,1.02874,1.64566,0.00900771,1.21466,-0.94684
0.4,1.0,1.48019,-3.00414,-0.718173,-2.99117,-0.718183,1.0407,1.6362,0.0089466,1.19094,-0.944601
0.41,1.0,1.46514,-2.97103,-0.710295,-2.95797,-0.710174,1.05247,1.62676,0.00888935,1.16903,-0.943679
0.42,1.0,1.45013,-2.938,-0.702431,-2.92389,-0.702403,1.06405,1.61732,0.00883274,1.14665,-0.943179
0.43,1.0,1.43522,-2.90512,-0.694602,-2.8943,-0.694642,1.07541,1.60791,0.00877677,1.12426,-0.940181
0.44,1.0,1.42031,-2.87215,-0.686752,-2.86073,-0.686752,1.08655,1.59852,0.0087241,1.1028,-0.937707
0.45,1.0,1.40543,-2.83936,-0.678944,-2.82762,-0.678954,1.09752,1.58915,0.00867445,1.08103,-0.935804
0.46,1.0,1.39061,-2.8066,-0.67114,-2.79369,-0.671137,1.10831,1.5798,0.0086275,1.06015,-0.933692
0.47,1.0,1.37588,-2.77396,-0.663366,-2.76299,-0.663357,1.11887,1.57048,0.00858156,1.03992,-0.931115
0.48,1.0,1.36117,-2.74138,-0.655602,-2.72928,-0.655489,1.12926,1.56117,0.00853504,1.01873,-0.930234
0.49,1.0,1.34654,-2.70906,-0.647896,-2.69849,-0.648007,1.13948,1.55189,0.00849081,1.00019,-0.927633
0.5,1.0,1.33193,-2.67666,-0.640182,-2.66532,-0.640174,1.14958,1.54262,0.00844876,1.02019,-0.925309
