t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.02767,-4.1084,-0.980941,-4.10046,-0.983472,1.00003,2.01093,0.0152755,0.0190035,-0.903504
0.02,1.0,2.0248,-4.10657,-0.98028,-4.09674,-0.982151,1.00013,2.00195,0.0134232,0.00460511,-0.900171
0.03,1.0,2.0203,-4.09958,-0.978661,-4.08788,-0.980174,1.00025,1.99293,0.0113485,0.00758837,-0.905673
0.04,1.0,2.0141,-4.08892,-0.976195,-4.07673,-0.97736,1.00037,1.98379,0.00985201,0.0112368,-0.924295
0.05,1.0,2.00726,-4.07611,-0.973242,-4.06389,-0.974205,1.00048,1.97441,0.0085936,0.0119748,-0.950912
0.06,1.0,1.99972,-4.0613,-0.96983,-4.0461,-0.970704,1.00054,1.96482,0.00691547,0.00436146,-0.963779
0.07,1.0,1.99189,-4.0451,-0.966106,-4.03135,-0.96679,1.00056,1.95517,0.00543129,-0.00118294,-0.963998
0.08,1.0,1.98313,-4.02688,-0.961918,-4.01317,-0.962489,1.00054,1.94555,0.00414749,-0.00315901,-0.95781
0.09,1.0,1.97462,-4.00781,-0.957539,-3.99241,-0.958044,1.00046,1.93595,0.00272249,-0.00187097,-0.963861
0.1,1.0,1.96592,-3.98759,-0.952904,-3.97271,-0.953296,1.00047,1.92624,0.00112638,0.000382712,-0.980527
0.11,1.0,1.95767,-3.96646,-0.948061,-3.95189,-0.948348,1.00048,1.91637,0.000266563,0.00624413,-0.991432
0.12,1.0,1.94937,-3.9434,-0.94277,-3.92809,-0.943002,1.00059,1.90643,0.000155545,0.0122153,-0.996001
0.13,1.0,1.94254,-3.92091,-0.937609,-3.90671,-0.937794,1.00072,1.89646,2.38492e-05,0.0173,-0.998524
0.14,1.0,1.93729,-3.89842,-0.932456,-3.88211,-0.932573,1.0009,1.88647,5.54607e-05,0.0181655,-1.00038
0.15,1.0,1.93138,-3.8759,-0.927296,-3.86103,-0.927381,1.00111,1.87647,1.61005e-05,0.0209261,-1.00077
0.16,1.0,1.92851,-3.85291,-0.922005,-3.83838,-0.922075,1.0013,1.86647,5.2405e-06,0.0233642,-0.999475
0.17,1.0,1.92763,-3.82992,-0.91675,-3.815,-0.916745,1.00155,1.85649,1.14132e-05,0.0238864,-0.996468
0.18,1.0,1.92835,-3.80665,-0.911414,-3.79123,-0.911408,1.00181,1.84654,8.44585e-06,0.0266878,-0.992866
0.19,1.0,1.93154,-3.78172,-0.90565,-3.7671,-0.905612,1.00206,1.83662,2.25927e-06,0.030013,-0.98905
0.2,1.0,1.92906,-3.7556,-0.899641,-3.74127,-0.899585,1.00239,1.82675,3.97883e-06,0.0315492,-0.98574
0.21,1.0,1.93036,-3.72916,-0.893598,-3.71477,-0.893583,1.00272,1.8169,5.79109e-06,0.0355309,-0.983064
0.22,1.0,1.93124,-3.70259,-0.88757,-3.6868,-0.887458,1.00307,1.80708,2.79011e-06,0.0377124,-0.980408
0.23,1.0,1.93047,-3.67442,-0.881199,-3.65864,-0.881074,1.0035,1.79729,2.26157e-06,0.0420462,-0.978632
0.24,1.0,1.9306,-3.64668,-0.874932,-3.63119,-0.874761,1.02098,1.78751,9.11329e-07,4.37724,-0.977331
0.25,1.0,1.9333,-3.61703,-0.868006,-3.6018,-0.867927,1.06838,1.77774,7.12985e-07,4.75907,-0.975738
0.26,1.0,1.92792,-3.587,-0.860887,-3.5711,-0.86073,1.09399,1.76799,5.94496e-07,4.83155,-0.974673
0.27,1.0,1.90771,-3.5564,-0.853663,-3.5405,-0.853617,1.13281,1.75825,1.00906e-06,4.06026,-0.973755
0.28,2.0,1.8906,-3.52747,-0.846835,-3.51299,-0.847476,1.08038,1.74851,2.52295e-06,3.56741,-0.972632
0.29,2.0,1.87603,-3.49913,-0.840214,-3.48389,-0.840811,1.09922,1.73879,2.01711e-06,2.92,-0.971675
0.3,3.0,1.8618,-3.46923,-0.833205,-3.45469,-0.834083,1.03143,1.72908,3.22469e-06,2.20785,-0.971213
0.31,3.0,1.85197,-3.4397,-0.826268,-3.42407,-0.827039,1.04903,1.71937,2.07976e-06,1.9769,-0.970211
0.32,3.0,1.84193,-3.40864,-0.81899,-3.39227,-0.819671,1.0654,1.70967,2.39382e-06,1.76849,-0.968859
0.33,3.0,1.83185,-3.37708,-0.811572,-3.36184,-0.812282,1.08641,1.69999,2.18324e-06,2.16188,-0.968053
0.34,2.0,1.81856,-3.34445,-0.803823,-3.32887,-0.804446,1.16024,1.69031,1.89584e-06,1.73851,-0.967111
0.35,3.0,1.80222,-3.30682,-0.794844,-3.29078,-0.795563,1.11425,1.68065,2.30839e-06,0.810856,-0.965524
0.36,3.0,1.78456,-3.26863,-0.785738,-3.25317,-0.786669,1.11423,1.671,1.63758e-06,0.366036,-0.964221
0.37,3.0,1.76866,-3.23187,-0.776942,-3.21638,-0.77761,1.11535,1.66136,2.24541e-06,0.585466,-0.962879
0.38,3.0,1.75435,-3.19487,-0.768049,-3.18077,-0.769152,1.1222,1.65174,1.39279e-06,0.833315,-0.961284
0.39,3.0,1.74179,-3.15952,-0.759548,-3.14679,-0.760526,1.13124,1.64214,1.82809e-06,0.880758,-0.959633
0.4,3.0,1.72878,-3.12312,-0.750807,-3.11005,-0.751604,1.14112,0.00969276,1.3696e-06,0.983113,-0.00322989
0.41,3.0,1.71671,-3.08704,-0.742127,-3.07509,-0.743084,1.15048,1.62295,1.28606e-06,0.885659,-0.957982
0.42,3.0,1.70416,-3.05331,-0.734009,-3.0414,-0.734844,1.15945,1.61339,1.75106e-06,0.980484,-0.95431
0.43,2.0,1.69255,-3.01932,-0.725817,-3.00767,-0.726941,1.22163,1.60386,8.98633e-07,0.172182,-0.95243
0.44,2.0,1.68151,-2.98352,-0.717239,-2.97188,-0.718287,1.22008,1.59434,1.03883e-06,-0.461903,-0.950752
0.45,2.0,1.66993,-2.95297,-0.709821,-2.93946,-0.710499,1.20737,1.58485,1.54126e-06,0.099974,-0.948665
0.46,2.0,1.65821,-2.91978,-0.701927,-2.90601,-0.70279,1.21094,1.57537,7.19947e-07,0.356781,-0.946758
0.47,2.0,1.64644,-2.88818,-0.694374,-2.87605,-0.695244,1.22151,1.56591,6.93749e-07,0.402604,-0.944958
0.48,2.0,1.63544,-2.85548,-0.686596,-2.84451,-0.687672,1.22408,1.55647,1.2139e-06,0.342773,-0.942941
0.49,2.0,1.62477,-2.82471,-0.67924,-2.81451,-0.680342,1.23507,1.54706,7.28002e-07,0.382915,-0.940678
0.5,2.0,1.61376,-2.7931,-0.671692,-2.7811,-0.672418,1.23752,1.53766,5.94829e-07,0.984737,-0.938011
0.51,2.0,1.60297,-2.76595,-0.66521,-2.75152,-0.665815,1.24748,1.52829,7.17081e-07,0.979772,-0.937183
0.52,2.0,1.59231,-2.73875,-0.658716,-2.72797,-0.659717,1.25729,1.51893,1.14719e-06,0.973975,-0.934947
0.53,2.0,1.5816,-2.71242,-0.652416,-2.70097,-0.653022,1.2668,1.50959,8.85165e-07,0.933064,-0.932754
