t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.00127,-4.07572,-0.977718,-4.05996,-0.978643,0.99999,0.0180473,0.0180473,0.00192056,-0.0850298
0.02,1.0,2.00146,-4.08262,-0.974541,-4.06587,-0.975086,1.00003,2.00172,0.0175337,0.00413527,-0.92784
0.03,1.0,1.99251,-4.06854,-0.97118,-4.05074,-0.971626,1.00005,1.99235,0.017268,0.00422387,-0.943793
0.04,1.0,1.98321,-4.05304,-0.967481,-4.03649,-0.967861,1.0001,1.98285,0.0170797,0.00408126,-0.955653
0.05,1.0,1.97347,-4.03598,-0.96341,-4.01899,-0.963793,1.00013,1.97325,0.0169315,0.00505428,-0.963681
0.06,1.0,1.96318,-4.01757,-0.959016,-3.99992,-0.959417,1.00018,1.96359,0.0168043,0.0061966,-0.969831
0.07,1.0,1.95236,-3.99758,-0.954245,-3.98034,-0.954671,1.00026,1.95387,0.0166939,0.00773348,-0.973792
0.08,1.0,1.94103,-3.97632,-0.94917,-3.95977,-0.949632,1.00032,1.94412,0.0165952,0.00957202,-0.97652
0.09,1.0,1.92922,-3.95376,-0.943785,-3.93666,-0.944294,1.00045,1.93434,0.0165079,0.0113018,-0.977822
0.1,1.0,1.91695,-3.93018,-0.938159,-3.91326,-0.93871,1.00057,1.92456,0.0157797,0.0135871,-0.978182
0.11,1.0,1.9044,-3.90595,-0.932386,-3.88904,-0.932753,1.00069,1.91478,0.0150447,0.0155231,-0.978219
0.12,1.0,1.89137,-3.88036,-0.926302,-3.86462,-0.926603,1.00088,1.905,0.0144053,0.0183825,-0.977669
0.13,1.0,1.87792,-3.85372,-0.919977,-3.83875,-0.920261,1.00107,1.89523,0.0138154,0.0216657,-0.976968
0.14,1.0,1.86408,-3.82617,-0.913438,-3.81062,-0.913667,1.00129,1.88546,0.0133047,0.0240768,-0.976212
0.15,1.0,1.84998,-3.79791,-0.906734,-3.78259,-0.906902,1.00156,1.87571,0.0128598,0.0275629,-0.974739
0.16,1.0,1.83561,-3.76916,-0.899915,-3.7536,-0.900087,1.00184,1.86597,0.0124608,0.0312799,-0.973388
0.17,1.0,1.82103,-3.73966,-0.892916,-3.72526,-0.893097,1.00216,1.85624,0.0121073,0.0338799,-0.972304
0.18,1.0,1.80617,-3.70961,-0.885788,-3.69549,-0.885914,1.00253,1.84653,0.0117929,0.0380463,-0.970749
0.19,1.0,1.79122,-3.67909,-0.878549,-3.66385,-0.878655,1.00291,1.83683,0.0115131,0.0425359,-0.969652
0.2,1.0,1.7761,-3.64825,-0.87123,-3.63346,-0.871342,1.00335,1.82714,0.011268,0.0454951,-0.968266
0.21,1.0,1.76085,-3.61702,-0.863821,-3.60255,-0.863942,1.00385,1.81746,0.0110501,0.0504439,-0.96683
