t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,1.99372,-4.06421,-0.976791,-4.04776,-0.977473,1.00005,0.018307,0.018307,0.00586915,-0.0528997
0.02,1.0,1.99518,-4.07557,-0.972857,-4.05842,-0.973318,1.00003,2.00175,0.0179458,0.00377899,-0.924792
0.03,1.0,1.98463,-4.05959,-0.969043,-4.04166,-0.969442,1.00005,1.99243,0.0177461,0.00460915,-0.93822
0.04,1.0,1.97392,-4.04244,-0.964952,-4.02598,-0.965313,1.0001,1.983,0.0175946,0.00492914,-0.947072
0.05,1.0,1.96288,-4.02404,-0.960559,-4.00754,-0.960928,1.00014,1.97349,0.0174665,0.00632268,-0.953819
0.06,1.0,1.95138,-4.00435,-0.955861,-3.98678,-0.956244,1.00022,1.96392,0.0173533,0.00751063,-0.959078
0.07,1.0,1.93947,-3.98338,-0.950855,-3.96669,-0.951252,1.0003,1.95431,0.0172515,0.00925168,-0.962899
0.08,1.0,1.92709,-3.96114,-0.945547,-3.9445,-0.945975,1.00037,1.94467,0.0171588,0.0108392,-0.966125
0.09,1.0,1.91422,-3.9377,-0.939952,-3.92068,-0.940409,1.00052,1.93499,0.0170735,0.0129843,-0.968358
0.1,1.0,1.90094,-3.91321,-0.934108,-3.89765,-0.934597,1.00065,1.9253,0.0169945,0.015363,-0.970034
0.11,1.0,1.88724,-3.88762,-0.928001,-3.8711,-0.928538,1.00081,1.91559,0.0169208,0.0173772,-0.971297
0.12,1.0,1.87317,-3.86116,-0.921684,-3.84531,-0.922256,1.00101,1.90588,0.0168517,0.0202459,-0.971976
0.13,1.0,1.85871,-3.83382,-0.91516,-3.81902,-0.915786,1.00121,1.89615,0.0167867,0.0234162,-0.972527
0.14,1.0,1.84394,-3.80568,-0.908442,-3.79003,-0.909105,1.00146,1.88643,0.0165815,0.0257573,-0.97271
0.15,1.0,1.82885,-3.77676,-0.90154,-3.76218,-0.902275,1.00174,1.8767,0.0161409,0.0294377,-0.972506
0.16,1.0,1.81349,-3.74722,-0.894489,-3.73194,-0.895269,1.00203,1.86698,0.0157442,0.0334442,-0.972286
0.17,1.0,1.79795,-3.71746,-0.887392,-3.70302,-0.887994,1.00239,1.85726,0.0153727,0.0361229,-0.971747
0.18,1.0,1.78215,-3.68678,-0.880082,-3.67296,-0.880611,1.00278,1.84754,0.0150426,0.0406613,-0.971199
0.19,1.0,1.76619,-3.65568,-0.872638,-3.64094,-0.873068,1.00318,1.83783,0.0147423,0.0456108,-0.970591
0.2,1.0,1.74991,-3.62387,-0.8651,-3.61035,-0.865553,1.00366,1.82817,0.0144683,0.0487505,-0.969629
0.21,1.0,1.73353,-3.59172,-0.857447,-3.57859,-0.857844,1.00418,1.81844,0.0142169,0.0542755,-0.968826
0.22,1.0,1.71699,-3.55922,-0.849711,-3.54573,-0.850073,1.00473,1.80876,0.0139932,0.0602401,-0.967834
0.23,1.0,1.70034,-3.52646,-0.841913,-3.51206,-0.842264,1.00535,1.79909,0.0137954,0.0637807,-0.966697
0.24,1.0,1.6836,-3.49341,-0.834048,-3.47839,-0.834333,1.00604,1.78942,0.013604,0.0703922,-0.965619
0.25,1.0,1.66677,-3.46008,-0.826116,-3.44632,-0.826418,1.00677,1.77977,0.013434,0.0775342,-0.964342
0.26,1.0,1.64988,-3.42655,-0.818135,-3.41266,-0.818401,1.00756,1.77014,0.0132745,0.0852371,-0.963067
0.27,1.0,1.63293,-3.3928,-0.810104,-3.37864,-0.810342,1.00844,1.76051,0.0131277,0.0893583,-0.961735
0.28,1.0,1.61594,-3.35887,-0.802029,-3.34476,-0.802267,1.00939,1.7509,0.0129889,0.0978562,-0.960299
0.29,1.0,1.59895,-3.32488,-0.79393,-3.3102,-0.794079,1.01042,1.74131,0.0128624,0.106997,-0.958831
0.3,1.0,1.58204,-3.29102,-0.785829,-3.27691,-0.786042,1.01152,1.73173,0.0127382,0.116852,-0.957318
0.31,1.0,1.5649,-3.25659,-0.777684,-3.24199,-0.777847,1.01271,1.72216,0.0126261,0.127458,-0.955788
0.32,1.0,1.54787,-3.2223,-0.76952,-3.20795,-0.769723,1.01402,1.71261,0.0125173,0.132418,-0.954237
0.33,1.0,1.53083,-3.1879,-0.761331,-3.17272,-0.761462,1.01544,1.70307,0.0124139,0.144104,-0.952594
0.34,1.0,1.51386,-3.15352,-0.753146,-3.14013,-0.753345,1.01696,1.69356,0.0123189,0.156751,-0.950926
0.35,1.0,1.4969,-3.11921,-0.744976,-3.10688,-0.745186,1.0186,1.68406,0.012226,0.170237,-0.949207
0.36,1.0,1.47997,-3.08485,-0.736794,-3.07181,-0.736989,1.02038,1.67458,0.0121368,0.18471,-0.947495
0.37,1.0,1.46304,-3.05035,-0.728576,-3.03826,-0.728807,1.02232,1.66511,0.0120539,0.200262,-0.945705
0.38,1.0,1.44615,-3.01603,-0.720403,-3.00352,-0.72052,1.02443,1.65566,0.0119762,0.216985,-0.943916
0.39,1.0,1.42933,-2.98172,-0.71223,-2.96748,-0.712473,1.02677,1.64623,0.0118972,0.247825,-0.942032
0.4,1.0,1.41253,-2.94739,-0.704046,-2.93357,-0.704179,1.02936,1.63682,0.0118232,0.268677,-0.939992
0.41,1.0,1.39584,-2.91318,-0.695902,-2.90044,-0.696088,1.03588,1.62743,0.0117538,1.07382,-0.938309
0.42,1.0,1.37918,-2.87913,-0.687791,-2.86794,-0.688033,1.04655,1.61806,0.0116883,1.05999,-0.936226
0.43,1.0,1.36258,-2.84498,-0.679653,-2.83271,-0.679887,1.05705,1.60871,0.0116218,1.04982,-0.934198
0.44,1.0,1.34606,-2.81105,-0.67157,-2.7989,-0.671697,1.06742,1.59938,0.0115583,1.03751,-0.932052
0.45,1.0,1.3296,-2.7772,-0.663503,-2.76591,-0.663769,1.07767,1.59007,0.0114982,1.02201,-0.929985
0.46,1.0,1.31328,-2.74356,-0.655475,-2.73251,-0.655707,1.08774,1.58078,0.0114412,1.01044,-0.927752
0.47,1.0,1.29697,-2.70989,-0.647455,-2.69872,-0.64755,1.0977,0.0155436,0.011387,0.996863,-0.00262933
0.48,1.0,1.28073,-2.67641,-0.639481,-2.66519,-0.639726,1.10751,1.56225,0.0113316,0.98102,-0.924586
0.49,1.0,1.26462,-2.64303,-0.631525,-2.63271,-0.631727,1.11716,1.55302,0.0112783,0.968594,-0.921151
0.5,1.0,1.24863,-2.60999,-0.623627,-2.59961,-0.623789,1.12671,1.54383,0.0112275,0.954256,-0.918527
0.51,1.0,1.23262,-2.57679,-0.615734,-2.56606,-0.61589,1.13609,1.53465,0.0111789,0.93876,-0.91634
0.52,1.0,1.21677,-2.54393,-0.607898,-2.53393,-0.608038,1.14534,1.5255,0.0111324,0.925044,-0.914082
0.53,1.0,1.20098,-2.51118,-0.600088,-2.50193,-0.600357,1.15446,1.51637,0.0110879,0.908925,-0.911874
0.54,1.0,1.18531,-2.47862,-0.592326,-2.46917,-0.59246,1.16342,1.50726,0.0110421,0.895876,-0.909244
0.55,1.0,1.1697,-2.4462,-0.584594,-2.43759,-0.584859,1.17229,1.49818,0.0109979,0.881385,-0.906801
0.56,1.0,1.15425,-2.41404,-0.576918,-2.40466,-0.577053,1.18098,1.48913,0.0109554,0.866828,-0.903795
0.57,1.0,1.13902,-2.38235,-0.569303,-2.37314,-0.569424,1.18956,1.48011,0.0109145,0.852972,-0.900576
0.58,1.0,1.12357,-2.3501,-0.561674,-2.34108,-0.561849,1.198,1.47111,0.0108751,0.838058,-0.898997
0.59,1.0,1.10838,-2.31844,-0.554121,-2.30982,-0.554273,1.20632,1.46213,0.0108371,0.824575,-0.896811
0.6,1.0,1.09326,-2.28692,-0.546603,-2.27833,-0.546809,1.2145,1.45318,0.0108004,0.809971,-0.894381
0.61,1.0,1.07829,-2.25568,-0.53915,-2.24769,-0.5393,1.22256,1.44425,0.0107632,0.796932,-0.891283
0.62,1.0,1.06347,-2.22472,-0.531749,-2.2168,-0.531973,1.23049,1.43535,0.0107265,0.782556,-0.888427
0.63,1.0,1.04867,-2.19376,-0.524378,-2.18594,-0.524479,1.2383,1.42649,0.010691,0.769896,-0.885295
0.64,1.0,1.034,-2.16313,-0.517069,-2.15524,-0.51727,1.24598,1.41765,0.0106567,0.755891,-0.882395
0.65,1.0,1.01945,-2.1327,-0.509807,-2.12531,-0.509874,1.25354,1.40884,0.0106234,0.743593,-0.879571
0.66,1.0,1.00499,-2.10248,-0.502596,-2.09404,-0.502696,1.26098,1.40006,0.0105912,0.729997,-0.876408
0.67,1.0,0.990663,-2.07248,-0.495437,-2.06472,-0.495596,1.26832,1.39131,0.0105599,0.745539,-0.873706
0.68,1.0,0.976426,-2.04269,-0.488327,-2.0353,-0.488558,1.27562,1.38259,0.0105295,0.732224,-0.870408
0.69,1.0,0.962315,-2.01314,-0.481275,-2.00635,-0.481379,1.28283,1.3739,0.0105001,0.720345,-0.867576
0.7,1.0,0.948311,-1.9838,-0.474272,-1.97672,-0.47447,1.28991,1.36524,0.0104699,0.707579,-0.863962
0.71,1.0,0.934408,-1.95469,-0.467323,-1.94821,-0.467546,1.297,1.35662,0.0104402,0.67942,-0.860995
0.72,1.0,0.920657,-1.92584,-0.460437,-1.91919,-0.460516,1.30375,1.34802,0.0104113,0.683604,-0.857823
0.73,1.0,0.906988,-1.89722,-0.453606,-1.89104,-0.453875,1.31051,1.33946,0.0103832,0.671131,-0.854577
0.74,1.0,0.893408,-1.86875,-0.446808,-1.86184,-0.4469,1.31716,1.33093,0.0103559,0.660491,-0.851415
0.75,1.0,0.879942,-1.84054,-0.440073,-1.83411,-0.440248,1.3237,1.32243,0.0103292,0.64854,-0.847942
0.76,1.0,0.866605,-1.81259,-0.433401,-1.80609,-0.433476,1.33015,1.31397,0.0103033,0.638017,-0.844907
0.77,1.0,0.853368,-1.78484,-0.426775,-1.77835,-0.4269,1.33648,1.30554,0.010278,0.626584,-0.841001
0.78,1.0,0.840246,-1.75739,-0.420219,-1.75111,-0.420417,1.34273,1.29715,0.0102533,0.615039,-0.83802
0.79,1.0,0.827244,-1.73013,-0.413711,-1.72381,-0.413803,1.34886,1.28879,0.0102293,0.605172,-0.834223
