t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.02756,-4.10836,-0.980931,-4.10036,-0.983449,1.00003,2.01092,0.0152764,0.0181131,-0.904495
0.02,1.0,2.02465,-4.10652,-0.980268,-4.0966,-0.982117,1.00013,2.00192,0.0134265,0.0035206,-0.902902
0.03,1.0,2.02012,-4.09952,-0.978648,-4.0877,-0.980131,1.00025,1.99287,0.0113363,0.00712113,-0.909817
0.04,1.0,2.0139,-4.08884,-0.976177,-4.07651,-0.977307,1.00037,1.98367,0.00984465,0.0111396,-0.929821
0.05,1.0,2.007,-4.07599,-0.973214,-4.0634,-0.974164,1.00049,1.97424,0.00859089,0.0122343,-0.954287
0.06,1.0,1.99941,-4.06113,-0.969791,-4.04588,-0.970617,1.00055,1.96462,0.00691417,0.00530805,-0.966369
0.07,1.0,1.99152,-4.04488,-0.966053,-4.03122,-0.966671,1.00059,1.95494,0.00543279,0.000322539,-0.967909
0.08,1.0,1.98271,-4.02662,-0.961855,-4.01271,-0.962377,1.00058,1.94526,0.00415317,-0.00181662,-0.967771
0.09,1.0,1.97413,-4.00748,-0.95746,-3.99225,-0.957897,1.00051,1.93554,0.00273295,-0.00293009,-0.979359
0.1,1.0,1.96533,-3.98717,-0.952803,-3.97207,-0.953141,1.00052,1.9257,0.00114457,0.000833929,-0.987879
0.11,1.0,1.95702,-3.966,-0.947948,-3.95121,-0.948184,1.00053,1.91581,0.00026898,0.00653477,-0.988973
0.12,1.0,1.94863,-3.94293,-0.942655,-3.92769,-0.942821,1.00064,1.90592,0.000158889,0.0116169,-0.990005
0.13,1.0,1.9417,-3.9204,-0.937485,-3.90599,-0.937618,1.00077,1.89602,2.42424e-05,0.016286,-0.989764
0.14,1.0,1.93605,-3.89751,-0.932235,-3.88095,-0.932296,1.00094,1.88612,5.63126e-05,0.0176189,-0.989809
0.15,1.0,1.93005,-3.875,-0.927077,-3.85993,-0.927121,1.00115,1.87623,1.60108e-05,0.020368,-0.989887
0.16,1.0,1.92678,-3.85176,-0.921723,-3.83702,-0.921742,1.00135,1.86634,4.26918e-06,0.0228689,-0.988058
0.17,1.0,1.92634,-3.82932,-0.916596,-3.81419,-0.916544,1.00158,1.85646,1.14257e-05,0.0238114,-0.986401
0.18,1.0,1.92668,-3.80589,-0.911221,-3.79066,-0.911192,1.00185,1.84661,6.83733e-06,0.0267128,-0.984644
0.19,1.0,1.93163,-3.78242,-0.905804,-3.76719,-0.905711,1.0021,1.83677,3.02518e-06,0.0299209,-0.982852
0.2,1.0,1.92655,-3.75492,-0.899457,-3.74056,-0.899374,1.00243,1.82695,5.24011e-06,0.0319766,-0.98143
0.21,1.0,1.91927,-3.7267,-0.892942,-3.7126,-0.892848,1.00277,1.81714,3.13466e-06,0.0358975,-0.980405
0.22,1.0,1.91041,-3.69846,-0.886402,-3.68329,-0.886272,1.00312,1.80734,2.31338e-06,0.0400229,-0.978805
0.23,1.0,1.90485,-3.67206,-0.880297,-3.65682,-0.880148,1.00355,1.79756,1.19989e-06,0.0422489,-0.977911
0.24,1.0,1.89878,-3.64225,-0.873377,-3.62725,-0.873199,1.004,1.78778,2.1516e-06,0.0469896,-0.97696
0.25,2.0,1.89323,-3.61348,-0.866716,-3.59873,-0.866656,1.00446,1.77802,5.19106e-06,0.0520136,-0.975808
0.26,1.0,1.89477,-3.58703,-0.860633,-3.5717,-0.860464,1.03291,1.76826,4.77468e-06,2.37026,-0.975056
0.27,1.0,1.89703,-3.55966,-0.854373,-3.54329,-0.854203,1.05463,1.75852,5.31477e-06,2.68399,-0.974486
0.28,1.0,1.89695,-3.53096,-0.847828,-3.51667,-0.847687,1.08594,1.74877,5.05624e-06,3.14384,-0.97336
0.29,1.0,1.89527,-3.50125,-0.841082,-3.48515,-0.840846,1.12719,1.73905,4.66387e-06,3.88016,-0.972277
0.3,1.0,1.89442,-3.47088,-0.834012,-3.4552,-0.833834,1.17252,1.72932,4.51731e-06,4.11652,-0.971577
0.31,1.0,1.89442,-3.44078,-0.826942,-3.42477,-0.826764,1.20587,1.71961,4.13694e-06,4.22729,-0.97043
0.32,2.0,1.88726,-3.41201,-0.820151,-3.39497,-0.82068,1.11155,1.70991,3.84355e-06,2.89308,-0.969074
0.33,2.0,1.87758,-3.3838,-0.813534,-3.36778,-0.814081,1.11327,1.70023,3.69178e-06,2.63458,-0.968023
0.34,2.0,1.86058,-3.35491,-0.80689,-3.33815,-0.80736,1.14211,1.69055,3.37644e-06,2.9556,-0.966824
0.35,2.0,1.85085,-3.32466,-0.799922,-3.30748,-0.800406,1.16406,1.68089,3.1665e-06,3.02753,-0.965304
0.36,2.0,1.83808,-3.29422,-0.792927,-3.27704,-0.793325,1.20341,1.67124,3.00914e-06,3.35083,-0.963914
0.37,2.0,1.82616,-3.26308,-0.785707,-3.24606,-0.786134,1.23643,1.66161,2.80851e-06,3.44946,-0.962625
0.38,2.0,1.82118,-3.23255,-0.778463,-3.21619,-0.778911,1.26935,1.65199,1.44366e-06,3.2881,-0.960907
