t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.03103,-4.11015,-0.981283,-4.10351,-0.984122,1.00004,2.01095,0.0149587,0.00131343,-0.904131
0.02,1.0,2.02968,-4.1094,-0.980963,-4.10146,-0.983264,1.00017,2.00205,0.0128252,0.0145386,-0.897003
0.03,1.0,2.02621,-4.10353,-0.979621,-4.09413,-0.981712,1.00031,1.99314,0.0103654,0.014584,-0.892528
0.04,1.0,2.02061,-4.09367,-0.977361,-4.08446,-0.979125,1.00045,1.98416,0.00867334,0.0175978,-0.907613
0.05,1.0,2.01426,-4.08163,-0.974604,-4.07226,-0.976219,1.00058,1.9749,0.00733558,0.0175423,-0.953111
0.06,1.0,2.00784,-4.06816,-0.971532,-4.05619,-0.973082,1.00067,1.96525,0.00560453,0.00208944,-0.979163
0.07,1.0,2.00123,-4.05343,-0.968182,-4.04254,-0.96952,1.00067,1.95546,0.00393568,-0.009108,-0.974434
0.08,1.0,1.99457,-4.03701,-0.964457,-4.0259,-0.965673,1.00063,1.94597,0.00191254,-0.00458064,-0.912172
0.09,1.0,1.98832,-4.01905,-0.960384,-4.00635,-0.961555,1.00059,1.93705,0.000405584,-0.00546235,-0.860317
0.1,1.0,1.98394,-3.99958,-0.955959,-3.98745,-0.95697,1.00055,1.92851,0.000230964,0.00151992,-0.844624
0.11,1.0,1.98136,-3.98063,-0.951648,-3.96848,-0.952547,1.00064,1.91971,5.94421e-05,0.0106802,-0.917243
0.12,1.0,1.97878,-3.95864,-0.946633,-3.94605,-0.947414,1.00078,1.91005,3.63101e-05,0.0181083,-1.03127
0.13,1.0,1.97479,-3.93635,-0.941572,-3.92347,-0.942339,1.00098,1.8993,4.39709e-05,0.0261718,-1.14067
0.14,1.0,1.9721,-3.91253,-0.936151,-3.89791,-0.936932,1.00121,1.88783,7.08366e-06,0.0272699,-1.16501
0.15,1.0,1.96912,-3.88963,-0.930939,-3.87652,-0.931673,1.00142,1.87632,1.97808e-05,0.0173,-1.13103
0.16,1.0,1.96887,-3.86557,-0.925423,-3.85285,-0.926004,1.00164,1.86542,5.15616e-06,0.0178369,-1.03427
0.17,1.0,1.96415,-3.8445,-0.920644,-3.83147,-0.92123,1.00182,1.85535,1.124e-05,0.0191919,-0.973467
