t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.03142,-4.11031,-0.98132,-4.10381,-0.984193,1.00004,2.01095,0.0149294,0.00140044,-0.904451
0.02,1.0,2.03029,-4.10973,-0.981042,-4.10203,-0.983401,1.00018,2.00205,0.0127325,0.0150611,-0.898776
0.03,1.0,2.02691,-4.10383,-0.979696,-4.09474,-0.98186,1.00033,1.99313,0.0102158,0.0153796,-0.89402
0.04,1.0,2.02145,-4.09423,-0.977498,-4.08537,-0.979346,1.00048,1.98413,0.00853859,0.0188076,-0.91042
0.05,1.0,2.01513,-4.08223,-0.974754,-4.07347,-0.976423,1.00063,1.97483,0.00715414,0.0184016,-0.957009
0.06,1.0,2.00882,-4.06892,-0.971721,-4.05738,-0.973374,1.00072,1.96515,0.00541224,0.0015783,-0.983176
0.07,1.0,2.00254,-4.05448,-0.968445,-4.04414,-0.969847,1.00071,1.95531,0.0036259,-0.0111344,-0.979316
0.08,1.0,1.99626,-4.03824,-0.964767,-4.02759,-0.96609,1.00067,1.94577,0.00157763,-0.00245683,-0.916554
0.09,1.0,1.99053,-4.02027,-0.960695,-4.0082,-0.96194,1.00066,1.93682,0.000377977,-0.00522645,-0.862819
0.1,1.0,1.98687,-3.99911,-0.95586,-3.98744,-0.956934,1.00061,1.92829,0.000204514,-4.9058e-05,-0.83676
0.11,1.0,1.9842,-3.98005,-0.951512,-3.96788,-0.952453,1.0007,1.91959,4.67391e-05,0.0105767,-0.903475
0.12,1.0,1.98112,-3.95821,-0.946521,-3.94598,-0.947452,1.00083,1.91008,7.55877e-05,0.0184607,-1.01464
0.13,1.0,1.97566,-3.93491,-0.941203,-3.92211,-0.942,1.00104,1.89947,2.63427e-05,0.0275372,-1.12922
0.14,1.0,1.97415,-3.91147,-0.93583,-3.89738,-0.936594,1.00127,1.88805,2.48346e-05,0.0282738,-1.16369
0.15,1.0,1.97501,-3.88914,-0.930701,-3.87654,-0.931483,1.0015,1.87653,1.35467e-05,0.0175358,-1.13588
0.16,1.0,1.97459,-3.86627,-0.92547,-3.854,-0.926242,1.00172,1.86555,2.92378e-06,0.0170807,-1.0471
0.17,2.0,1.96875,-3.84405,-0.920481,-3.83059,-0.921392,1.00188,1.85533,8.47013e-06,0.01773,-0.989995
0.18,2.0,1.96352,-3.82103,-0.915297,-3.80694,-0.916348,1.00208,1.84552,2.66462e-06,0.020641,-0.972761
0.19,2.0,1.96342,-3.79717,-0.909888,-3.78369,-0.910947,1.00229,1.83564,5.43666e-06,0.0231438,-1.00362
0.2,2.0,1.96607,-3.77393,-0.904623,-3.76091,-0.905526,1.00252,1.82549,6.38762e-06,0.0226349,-1.02484
0.21,2.0,1.96698,-3.74577,-0.898118,-3.73207,-0.898837,1.00279,1.81525,6.0922e-06,0.0255271,-1.02346
0.22,3.0,1.96114,-3.715,-0.890945,-3.70116,-0.891711,1.00306,1.80505,5.59153e-06,0.0297565,-1.01554
0.23,3.0,1.94774,-3.68332,-0.883501,-3.66892,-0.884317,1.00334,1.79494,2.34682e-06,0.0348959,-1.00616
0.24,4.0,1.92334,-3.6533,-0.876458,-3.63909,-0.877416,1.00373,1.785,1.33978e-06,0.0385387,-0.975019
0.25,4.0,1.89619,-3.62556,-0.869948,-3.61251,-0.871024,1.00415,1.77543,2.10208e-06,0.04531,-0.933014
0.26,4.0,1.88463,-3.59656,-0.863067,-3.58255,-0.864069,1.00461,1.76618,7.1616e-07,0.0482701,-0.913279
0.27,4.0,1.88019,-3.56421,-0.855419,-3.55079,-0.856703,1.00516,1.75697,1.72403e-06,0.0542006,-0.931711
0.28,3.0,1.87446,-3.53001,-0.847304,-3.51943,-0.848784,1.00575,1.74753,1.20424e-06,0.0596487,-0.954198
0.29,3.0,1.86948,-3.4929,-0.838423,-3.48132,-0.839841,1.00637,1.73797,1.71044e-06,0.0647563,-0.955342
0.3,4.0,1.86113,-3.4543,-0.829146,-3.4425,-0.830588,1.00702,1.72847,1.80362e-06,0.0704919,-0.945198
0.31,3.0,1.85006,-3.41617,-0.820146,-3.40473,-0.821635,1.00776,1.71901,1.87844e-06,0.0706107,-0.950086
0.32,3.0,1.84204,-3.378,-0.811086,-3.36598,-0.812892,1.00856,1.70942,1.56241e-06,0.0784286,-0.969864
0.33,3.0,1.83263,-3.34379,-0.802979,-3.33264,-0.804428,1.00942,1.69968,1.541e-06,0.0873746,-0.979643
0.34,3.0,1.82428,-3.31364,-0.795835,-3.3017,-0.79725,1.01837,1.68986,1.1116e-06,1.27859,-0.985261
0.35,3.0,1.81125,-3.27867,-0.78754,-3.2666,-0.789035,1.02985,1.68,1.53299e-06,1.01669,-0.989036
0.36,3.0,1.80303,-3.2526,-0.781338,-3.24224,-0.783023,1.04104,1.67012,7.61805e-07,1.15519,-0.989102
0.37,3.0,1.79459,-3.22419,-0.774541,-3.21208,-0.776023,1.05214,1.66025,1.63638e-06,1.19643,-0.983851
0.38,3.0,1.78655,-3.19742,-0.768191,-3.18571,-0.769746,1.06325,1.65048,9.09848e-07,1.22317,-0.96935
0.39,3.0,1.77291,-3.17138,-0.762054,-3.16009,-0.763775,1.07437,1.64084,1.26591e-06,1.2125,-0.958065
0.4,2.0,1.75975,-3.13893,-0.754406,-3.13054,-0.756252,1.08562,1.63129,1.26727e-06,1.20591,-0.950053
0.41,2.0,1.74769,-3.11427,-0.748544,-3.10547,-0.750204,1.09704,1.62178,1.50794e-06,1.19993,-0.951121
0.42,2.0,1.73912,-3.09355,-0.743733,-3.08408,-0.745312,1.10803,1.61226,1.55946e-06,1.09154,-0.954318
0.43,2.0,1.73482,-3.07719,-0.740102,-3.06739,-0.741338,1.12558,1.60269,1.59715e-06,2.3584,-0.961411
0.44,2.0,1.73071,-3.0523,-0.734442,-3.04127,-0.735561,1.14513,1.59304,1.64134e-06,2.373,-0.96955
0.45,2.0,1.73152,-3.02851,-0.728969,-3.01805,-0.73022,1.16328,1.5833,1.56855e-06,2.06352,-0.981816
0.46,2.0,1.73529,-3.00891,-0.724431,-2.99656,-0.725322,1.17932,1.57344,1.51791e-06,2.09309,-0.992327
0.47,2.0,1.73922,-2.98574,-0.719048,-2.97289,-0.720087,1.2045,1.56348,1.45233e-06,1.95287,-1.00089
0.48,3.0,1.74245,-2.95966,-0.712894,-2.9503,-0.714066,1.22241,1.55348,1.38315e-06,1.83238,-1.00174
