t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.00717,-4.08469,-0.978654,-4.07003,-0.979834,0.999987,0.0174434,0.0174434,0.001481,-0.123766
0.02,1.0,2.00618,-4.08898,-0.976057,-4.07283,-0.976702,1.00003,2.00164,0.0167218,0.00507908,-0.933701
0.03,1.0,1.99822,-4.07643,-0.973065,-4.0589,-0.973563,1.00006,1.9922,0.0164116,0.00477524,-0.951525
0.04,1.0,1.98984,-4.06219,-0.969665,-4.04557,-0.970079,1.00011,1.98261,0.0162252,0.00376964,-0.965168
0.05,1.0,1.98098,-4.04623,-0.965856,-4.02929,-0.966273,1.00015,1.97292,0.0160888,0.00428678,-0.973662
0.06,1.0,1.97154,-4.02869,-0.961671,-4.01036,-0.962113,1.00017,1.96316,0.0159751,0.00530203,-0.978576
0.07,1.0,1.96167,-4.01013,-0.957254,-3.99302,-0.957537,1.00026,1.95336,0.0148087,0.00687228,-0.980471
0.08,1.0,1.95113,-3.98963,-0.952397,-3.97315,-0.952631,1.00032,1.94356,0.013742,0.00864999,-0.980945
0.09,1.0,1.94005,-3.96764,-0.947199,-3.95038,-0.94735,1.00041,1.93376,0.0128004,0.0103912,-0.980206
0.1,1.0,1.92841,-3.94443,-0.941718,-3.92764,-0.941816,1.00054,1.92396,0.0119386,0.0128343,-0.979341
0.11,1.0,1.91634,-3.92012,-0.935978,-3.90341,-0.936041,1.00065,1.91417,0.0112005,0.0157194,-0.978403
0.12,1.0,1.90392,-3.89477,-0.929997,-3.87826,-0.930007,1.00084,1.9044,0.0105599,0.0177891,-0.977284
0.13,1.0,1.89112,-3.86852,-0.923804,-3.85382,-0.923794,1.00103,1.89463,0.0100274,0.0206534,-0.976068
0.14,1.0,1.87802,-3.84142,-0.917406,-3.82554,-0.917332,1.00122,1.88488,0.00957137,0.0228344,-0.974676
0.15,1.0,1.86467,-3.8137,-0.910864,-3.79824,-0.910768,1.00149,1.87514,0.00917741,0.0260434,-0.97352
0.16,1.0,1.85105,-3.78526,-0.904149,-3.7698,-0.903988,1.00176,1.86541,0.00883659,0.0295108,-0.9721
0.17,1.0,1.83723,-3.75623,-0.897293,-3.74177,-0.897136,1.00205,1.85569,0.00854095,0.031977,-0.971216
0.18,1.0,1.82322,-3.72665,-0.890303,-3.71176,-0.890153,1.00241,1.84599,0.00828434,0.0358788,-0.969846
0.19,1.0,1.80891,-3.69642,-0.883155,-3.68069,-0.88297,1.00278,1.8363,0.00806403,0.0400613,-0.968633
0.2,1.0,1.79449,-3.66565,-0.875877,-3.65176,-0.875717,1.00317,1.82662,0.00787255,0.0428717,-0.967322
0.21,1.0,1.77993,-3.63465,-0.868543,-3.62003,-0.868335,1.00365,1.81695,0.0076927,0.0474889,-0.965855
0.22,1.0,1.76531,-3.60332,-0.861127,-3.58885,-0.860922,1.00414,1.8073,0.00754172,0.05249,-0.96472
