t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.00896,-4.0873,-0.978692,-4.07332,-0.97991,1.00001,0.0174418,0.0174418,0.0074394,-0.124143
0.02,1.0,2.0073,-4.0896,-0.976207,-4.07417,-0.976964,1.00004,2.00196,0.0167138,0.00510434,-0.905417
0.03,1.0,1.99981,-4.07749,-0.973317,-4.06058,-0.973965,1.00007,1.99283,0.0164016,0.00519771,-0.919743
0.04,1.0,1.99191,-4.06373,-0.970033,-4.04787,-0.970597,1.00011,1.98357,0.0162158,0.00391449,-0.93101
0.05,1.0,1.98356,-4.0483,-0.966351,-4.03226,-0.966921,1.00016,1.9742,0.0160813,0.00423267,-0.940334
0.06,1.0,1.97466,-4.03133,-0.962301,-4.01372,-0.962907,1.00018,1.96476,0.0159705,0.00518249,-0.947862
0.07,1.0,1.96535,-4.01337,-0.958025,-3.99693,-0.958465,1.00025,1.95525,0.0148614,0.0060107,-0.954193
0.08,1.0,1.95544,-3.99353,-0.953325,-3.97768,-0.953708,1.00029,1.94568,0.0137899,0.00719999,-0.960168
0.09,1.0,1.94501,-3.97224,-0.948293,-3.95558,-0.948595,1.0004,1.93605,0.0128376,0.00947489,-0.96594
0.1,1.0,1.93403,-3.94974,-0.942982,-3.93311,-0.943238,1.00049,1.92636,0.011967,0.0114932,-0.970843
0.11,1.0,1.92261,-3.92606,-0.937395,-3.90988,-0.937585,1.00062,1.91664,0.0112127,0.0137346,-0.975093
0.12,1.0,1.9109,-3.90138,-0.931575,-3.88557,-0.931731,1.00078,1.90687,0.0105712,0.0162261,-0.978308
0.13,1.0,1.89886,-3.87586,-0.925555,-3.86118,-0.925676,1.00092,1.89707,0.0100282,0.0191091,-0.980816
0.14,1.0,1.8866,-3.84957,-0.919354,-3.83356,-0.919404,1.00115,1.88726,0.00954984,0.021344,-0.982108
0.15,1.0,1.87406,-3.82255,-0.912979,-3.80737,-0.913014,1.00137,1.87744,0.00914706,0.0245848,-0.982446
0.16,1.0,1.8613,-3.7949,-0.906453,-3.77978,-0.906429,1.00161,1.86761,0.00880153,0.0267129,-0.982574
0.17,1.0,1.84837,-3.76671,-0.899797,-3.75272,-0.899734,1.00192,1.85779,0.00850536,0.0303908,-0.981537
0.18,1.0,1.83529,-3.73798,-0.893013,-3.72363,-0.892908,1.00223,1.84798,0.00823807,0.0343136,-0.980367
0.19,1.0,1.82192,-3.70846,-0.886037,-3.69268,-0.885908,1.00257,1.83818,0.00800565,0.036678,-0.979178
0.2,1.0,1.8084,-3.67865,-0.878989,-3.66442,-0.87882,1.00298,1.8284,0.00780874,0.0410404,-0.977385
0.21,1.0,1.79486,-3.64853,-0.871865,-3.63453,-0.871701,1.0034,1.81863,0.00762964,0.0456816,-0.975859
