t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,1.9734,-4.03928,-0.970735,-4.02109,-0.971087,1.00005,0.0193007,0.0193007,0.00294027,-0.0197914
0.02,1.0,1.9632,-4.03509,-0.963198,-4.01762,-0.963447,1.00004,2.00122,0.0191224,0.00535699,-0.957787
0.03,1.0,1.94169,-4.0053,-0.956089,-3.98708,-0.956332,1.00009,1.9916,0.0189897,0.00714652,-0.964625
0.04,1.0,1.92059,-3.97554,-0.948986,-3.9586,-0.949199,1.00017,1.98193,0.0188764,0.00991337,-0.967835
0.05,1.0,1.89953,-3.9454,-0.94179,-3.92926,-0.941992,1.00026,1.97225,0.0187748,0.0121258,-0.969325
0.06,1.0,1.87834,-3.9146,-0.93444,-3.89763,-0.934654,1.00042,1.96255,0.0186816,0.0155596,-0.970057
0.07,1.0,1.85696,-3.88315,-0.926933,-3.86664,-0.927171,1.00059,1.95285,0.0185948,0.0193863,-0.970217
0.08,1.0,1.83531,-3.85098,-0.919255,-3.83508,-0.919453,1.00078,1.94314,0.0185132,0.0223791,-0.970051
0.09,1.0,1.81344,-3.81815,-0.911419,-3.80248,-0.911637,1.00105,1.93345,0.018436,0.0269323,-0.969667
0.1,1.0,1.79132,-3.78462,-0.903416,-3.76989,-0.903634,1.00134,1.92375,0.0183626,0.0319545,-0.969003
0.11,1.0,1.76894,-3.75045,-0.89526,-3.73492,-0.895454,1.00166,1.91407,0.0182925,0.0355952,-0.968258
0.12,1.0,1.74633,-3.71563,-0.886948,-3.70088,-0.887164,1.00207,1.90439,0.0182253,0.0413767,-0.967392
0.13,1.0,1.72348,-3.68017,-0.878484,-3.66578,-0.878692,1.0025,1.89472,0.0181607,0.0476814,-0.966366
0.14,1.0,1.70043,-3.64414,-0.869885,-3.62922,-0.870124,1.00298,1.88506,0.0180986,0.0519064,-0.965324
0.15,1.0,1.67715,-3.60748,-0.861135,-3.59315,-0.861346,1.00356,1.87541,0.0180388,0.0589589,-0.964055
0.16,1.0,1.6537,-3.57036,-0.852274,-3.55612,-0.852493,1.00419,1.86578,0.0179811,0.066568,-0.962633
0.17,1.0,1.63009,-3.53268,-0.84328,-3.5194,-0.843516,1.00486,1.85616,0.0179254,0.074776,-0.961294
0.18,1.0,1.6063,-3.49453,-0.834175,-3.48119,-0.834374,1.00564,1.84655,0.0178715,0.0796451,-0.959814
0.19,1.0,1.58239,-3.45594,-0.824964,-3.44236,-0.825187,1.0065,1.83696,0.0178194,0.088621,-0.958285
0.2,1.0,1.55839,-3.417,-0.815669,-3.40323,-0.815918,1.00742,1.82739,0.0177688,0.0981857,-0.95666
0.21,1.0,1.5343,-3.37766,-0.80628,-3.36397,-0.80652,1.00842,1.81783,0.0177199,0.108363,-0.954945
0.22,1.0,1.51014,-3.33806,-0.796828,-3.32417,-0.797083,1.00954,1.80829,0.0176723,0.113723,-0.953141
0.23,1.0,1.48593,-3.29817,-0.787305,-3.28476,-0.787585,1.01075,1.79877,0.0176262,0.124671,-0.95127
0.24,1.0,1.4617,-3.25803,-0.777725,-3.24382,-0.777997,1.01206,1.78926,0.0175813,0.136217,-0.94935
0.25,1.0,1.43744,-3.21767,-0.768092,-3.20412,-0.768352,1.01347,1.77978,0.0175377,0.148374,-0.94736
0.26,1.0,1.41317,-3.17715,-0.75842,-3.1617,-0.758668,1.01498,1.77032,0.0174953,0.161136,-0.945248
0.27,1.0,1.38895,-3.13651,-0.748719,-3.12419,-0.749057,1.01662,1.76088,0.017454,0.16672,-0.943048
0.28,1.0,1.36476,-3.09575,-0.73899,-3.08368,-0.739317,1.01838,1.75146,0.0174138,0.180101,-0.940797
0.29,1.0,1.3406,-3.05491,-0.729241,-3.04361,-0.729574,1.02026,1.74206,0.0173746,0.193987,-0.938136
0.3,1.0,1.31653,-3.01398,-0.719471,-3.00197,-0.719803,1.02227,1.73269,0.0173363,0.208416,-0.935837
