t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.03033,-4.10982,-0.981211,-4.10291,-0.983993,1.00004,2.01095,0.0150309,0.00108629,-0.903851
0.02,1.0,2.02865,-4.10878,-0.980814,-4.10043,-0.983017,1.00016,2.00204,0.0129618,0.0132883,-0.895889
0.03,1.0,2.02497,-4.10274,-0.979429,-4.09282,-0.981394,1.00029,1.99314,0.010582,0.0129516,-0.892658
0.04,1.0,2.01924,-4.09274,-0.977133,-4.08293,-0.978755,1.00042,1.98415,0.0089701,0.0157487,-0.906972
0.05,1.0,2.01277,-4.08054,-0.974335,-4.07053,-0.975798,1.00054,1.9749,0.00758406,0.0158456,-0.948979
0.06,1.0,2.00612,-4.0668,-0.971192,-4.05412,-0.972575,1.00061,1.9653,0.00585014,0.00211509,-0.973255
0.07,1.0,1.99902,-4.05156,-0.967715,-4.04,-0.968894,1.00061,1.95557,0.00427058,-0.00730609,-0.967547
0.08,1.0,1.99184,-4.03483,-0.963906,-4.02301,-0.964956,1.00057,1.94611,0.00243491,-0.0067344,-0.914602
0.09,1.0,1.98489,-4.0167,-0.959786,-4.00326,-0.96078,1.00051,1.93713,0.000597787,-0.00552065,-0.872801
0.1,1.0,1.97887,-3.99677,-0.955249,-3.98399,-0.956111,1.00047,1.92843,0.000265485,0.00297734,-0.866956
0.11,1.0,1.97587,-3.97863,-0.951131,-3.96607,-0.951871,1.00054,1.91941,0.000104651,0.0108158,-0.93925
0.12,1.0,1.97072,-3.95577,-0.945897,-3.94265,-0.946568,1.0007,1.90958,1.89612e-05,0.0169561,-1.04106
0.13,1.0,1.9694,-3.93485,-0.941126,-3.92135,-0.941746,1.00089,1.8988,5.73818e-05,0.0229771,-1.13333
0.14,1.0,1.96424,-3.91096,-0.935678,-3.89596,-0.936257,1.00111,1.88746,1.86502e-05,0.024721,-1.14245
0.15,1.0,1.96075,-3.88754,-0.930348,-3.87384,-0.930888,1.00129,1.87621,2.02087e-05,0.0242539,-1.1042
0.16,1.0,1.95765,-3.86289,-0.924697,-3.85008,-0.925187,1.00152,1.86552,1.01349e-05,0.0191646,-1.02001
0.17,1.0,1.95521,-3.84224,-0.92001,-3.82878,-0.920501,1.00173,1.85554,5.49647e-06,0.021343,-0.971557
0.18,1.0,1.95228,-3.81808,-0.914474,-3.80375,-0.914955,1.00194,1.84588,3.95478e-06,0.0233678,-0.962977
0.19,1.0,1.95014,-3.79118,-0.908217,-3.7773,-0.908681,1.0022,1.83608,5.62699e-06,0.0261386,-0.997617
0.2,2.0,1.94718,-3.76539,-0.902255,-3.75074,-0.903023,1.00245,1.82599,5.81955e-06,0.0295602,-1.02008
0.21,2.0,1.94943,-3.74049,-0.896634,-3.72656,-0.897281,1.00275,1.81578,5.40816e-06,0.0286046,-1.02195
0.22,2.0,1.94935,-3.71277,-0.890431,-3.69802,-0.890984,1.00308,1.80563,3.05263e-06,0.0330085,-1.00891
0.23,1.0,1.94849,-3.68132,-0.883298,-3.66695,-0.88348,1.04816,1.79562,8.02301e-07,3.73673,-0.989605
0.24,1.0,1.95219,-3.65399,-0.87701,-3.63986,-0.877268,1.08228,1.78586,2.109e-06,4.1932,-0.958344
0.25,2.0,1.94824,-3.62765,-0.870905,-3.6134,-0.871149,1.05132,1.77638,7.62337e-07,3.86007,-0.933199
0.26,2.0,1.91914,-3.59826,-0.864016,-3.58355,-0.864378,1.08233,1.76708,2.76502e-07,2.96366,-0.925689
0.27,2.0,1.90899,-3.57036,-0.857439,-3.55516,-0.857747,1.11153,1.75775,1.93096e-07,2.41172,-0.942633
0.28,3.0,1.90648,-3.54095,-0.850413,-3.52883,-0.852575,1.04852,1.74827,2.43294e-07,2.5128,-0.953164
0.29,3.0,1.90169,-3.51256,-0.843668,-3.50071,-0.846067,1.06618,1.73873,1.55741e-07,3.02646,-0.952756
0.3,2.0,1.88822,-3.48465,-0.837183,-3.47081,-0.83764,1.1613,1.72923,6.08152e-07,1.68796,-0.948286
0.31,2.0,1.88114,-3.45897,-0.831351,-3.4449,-0.831889,1.17812,1.71972,3.51399e-07,1.87515,-0.954198
0.32,2.0,1.87604,-3.42971,-0.824642,-3.41425,-0.825142,1.19512,1.71011,3.29575e-07,2.04239,-0.970052
0.33,2.0,1.86555,-3.39816,-0.81729,-3.38477,-0.817913,1.21933,1.70037,3.66415e-07,1.88178,-0.98036
0.34,2.0,1.85809,-3.36724,-0.810051,-3.35308,-0.810508,1.22638,1.69053,5.93593e-07,2.0198,-0.988066
0.35,2.0,1.84811,-3.33747,-0.803125,-3.3231,-0.803497,1.25078,1.68065,7.76943e-07,2.34205,-0.990113
0.36,2.0,1.83333,-3.30832,-0.796354,-3.29353,-0.7967,1.26755,1.67077,8.15262e-07,1.60583,-0.987268
0.37,2.0,1.83181,-3.279,-0.789492,-3.26353,-0.789846,1.28177,1.66093,1.50942e-07,1.56789,-0.978936
0.38,2.0,1.81849,-3.24479,-0.78144,-3.23001,-0.781738,1.28575,1.6512,1.94264e-07,1.00875,-0.966468
