t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.03145,-4.11032,-0.981322,-4.10383,-0.984198,1.00004,2.01095,0.0149296,0.00151097,-0.904611
0.02,1.0,2.03035,-4.10975,-0.981048,-4.10208,-0.983413,1.00018,2.00206,0.0127334,0.0152812,-0.898521
0.03,1.0,2.02698,-4.10386,-0.979703,-4.09481,-0.981876,1.00033,1.99314,0.0102166,0.0155244,-0.892635
0.04,1.0,2.02154,-4.09426,-0.977506,-4.08545,-0.979367,1.00048,1.98416,0.00853841,0.0192381,-0.909261
0.05,1.0,2.01523,-4.08227,-0.974763,-4.07356,-0.976446,1.00064,1.97487,0.00715441,0.0189355,-0.957274
0.06,1.0,2.00894,-4.06896,-0.971731,-4.0575,-0.973402,1.00072,1.96519,0.00541175,0.00177986,-0.983709
0.07,1.0,2.00267,-4.05453,-0.968459,-4.04404,-0.969911,1.00072,1.95535,0.00362233,-0.0118454,-0.980115
0.08,1.0,1.99641,-4.03831,-0.964783,-4.02774,-0.966127,1.00067,1.94582,0.00157372,-0.00225667,-0.913079
0.09,1.0,1.9907,-4.02036,-0.960716,-4.00838,-0.961985,1.00068,1.93692,0.000377312,-0.00471083,-0.855617
0.1,1.0,1.98709,-3.99913,-0.955866,-3.98729,-0.956988,1.00063,1.92846,0.000204083,-0.000977066,-0.830461
0.11,1.0,1.98445,-3.98016,-0.951539,-3.9681,-0.952506,1.00072,1.91981,4.68182e-05,0.0104895,-0.898087
0.12,1.0,1.98106,-3.95794,-0.946457,-3.9458,-0.947411,1.00084,1.91034,8.28002e-05,0.0183926,-1.01435
0.13,1.0,1.97589,-3.93483,-0.941178,-3.92232,-0.942003,1.00105,1.89971,2.57838e-05,0.0279112,-1.13332
0.14,1.0,1.9729,-3.91118,-0.935751,-3.89694,-0.936581,1.00128,1.88824,2.85531e-05,0.0289193,-1.17268
0.15,2.0,1.97307,-3.88827,-0.930481,-3.87563,-0.931651,1.00153,1.87662,1.32108e-05,0.0183019,-1.14771
0.16,2.0,1.97349,-3.8681,-0.92591,-3.85545,-0.926953,1.00174,1.86556,2.12887e-06,0.0171616,-1.04996
0.17,2.0,1.96945,-3.84338,-0.920302,-3.82993,-0.921206,1.00189,1.85535,7.93728e-06,0.0178177,-0.986268
0.18,2.0,1.96413,-3.82071,-0.915188,-3.80663,-0.916262,1.00209,1.84557,2.49809e-06,0.020407,-0.968407
0.19,2.0,1.96346,-3.79713,-0.909852,-3.78363,-0.910935,1.0023,1.8357,5.20124e-06,0.0229408,-1.00677
0.2,2.0,1.96879,-3.77423,-0.904667,-3.76125,-0.905618,1.00253,1.82552,6.30199e-06,0.0224628,-1.02868
0.21,2.0,1.97173,-3.74726,-0.898437,-3.73412,-0.899292,1.00279,1.81526,5.77159e-06,0.0252588,-1.02255
0.22,2.0,1.96625,-3.71609,-0.891169,-3.70246,-0.89196,1.00305,1.80508,5.47622e-06,0.0296344,-1.01401
0.23,4.0,1.9596,-3.68408,-0.88366,-3.6705,-0.884507,1.00334,1.79495,8.32531e-07,0.0316601,-1.01038
0.24,5.0,1.94315,-3.65623,-0.877131,-3.64172,-0.878072,1.00372,1.78496,1.9138e-06,0.0383788,-0.979119
0.25,5.0,1.92463,-3.62939,-0.870879,-3.61567,-0.871797,1.00413,1.77539,2.74435e-06,0.0452714,-0.925696
0.26,5.0,1.90876,-3.60123,-0.864277,-3.58654,-0.865022,1.0046,1.76625,1.54419e-06,0.0483416,-0.898754
0.27,5.0,1.8975,-3.56902,-0.856693,-3.55528,-0.857645,1.00515,1.75714,9.29977e-07,0.0543885,-0.928228
0.28,5.0,1.89132,-3.53327,-0.848235,-3.52144,-0.849247,1.00574,1.74768,1.82371e-06,0.0599045,-0.959376
0.29,5.0,1.87953,-3.49612,-0.839377,-3.48424,-0.840663,1.00635,1.73809,1.94909e-06,0.0650279,-0.954376
0.3,5.0,1.86353,-3.45995,-0.83071,-3.44816,-0.832023,1.00701,1.72866,1.96932e-06,0.0647888,-0.933315
0.31,4.0,1.85577,-3.42303,-0.821886,-3.41117,-0.823144,1.00775,1.71929,1.53013e-06,0.0707768,-0.941972
0.32,3.0,1.84505,-3.38961,-0.813938,-3.37699,-0.815408,1.00854,1.70973,1.32891e-06,0.0781475,-0.974071
0.33,3.0,1.8341,-3.35738,-0.806276,-3.34704,-0.808053,1.01214,1.69995,1.67712e-06,1.22942,-0.984178
0.34,2.0,1.82683,-3.32716,-0.7991,-3.31569,-0.800488,1.0236,1.6901,1.05579e-06,1.07077,-0.986156
0.35,3.0,1.81974,-3.29569,-0.791581,-3.28364,-0.792856,1.03519,1.68021,1.66297e-06,1.22944,-0.997439
0.36,3.0,1.80809,-3.25912,-0.782892,-3.24735,-0.784297,1.04738,1.6702,8.16916e-07,1.24304,-1.00533
0.37,3.0,1.80135,-3.22696,-0.775229,-3.21526,-0.776961,1.05916,1.66019,1.68911e-06,1.15806,-0.993569
0.38,3.0,1.78895,-3.19914,-0.768684,-3.18763,-0.77014,1.071,1.65039,9.95472e-07,1.23851,-0.962466
0.39,3.0,1.77794,-3.17136,-0.762139,-3.15984,-0.76369,1.08338,1.64085,9.30081e-07,1.33855,-0.941868
0.4,3.0,1.76544,-3.14488,-0.755868,-3.1354,-0.757668,1.0972,1.63145,1.287e-06,1.42128,-0.937955
0.41,3.0,1.75535,-3.11731,-0.749345,-3.10841,-0.750907,1.11138,1.62202,7.42507e-07,1.51142,-0.944456
0.42,3.0,1.74589,-3.0866,-0.742068,-3.07661,-0.743687,1.1261,1.61257,1.4097e-06,1.31906,-0.946543
0.43,3.0,1.73725,-3.05528,-0.734637,-3.04652,-0.736269,1.14087,1.60307,1.01478e-06,1.29221,-0.954394
0.44,3.0,1.72869,-3.02211,-0.726736,-3.01272,-0.72835,1.15478,1.59346,1.52873e-06,1.35592,-0.969855
0.45,3.0,1.72302,-2.99448,-0.720177,-2.98414,-0.721406,1.16847,1.58367,1.41145e-06,1.54422,-0.993955
0.46,3.0,1.7291,-2.97045,-0.714468,-2.95849,-0.715328,1.18272,1.57366,1.66039e-06,1.37653,-1.01112
0.47,3.0,1.71973,-2.93594,-0.706224,-2.92324,-0.707353,1.1961,1.56351,1.67159e-06,1.29115,-1.022
0.48,3.0,1.70489,-2.89991,-0.697643,-2.88941,-0.698365,1.20908,1.5533,1.74015e-06,1.26364,-1.02255
0.49,3.0,1.68928,-2.86278,-0.688793,-2.85341,-0.6897,1.22173,1.54313,1.80853e-06,1.2489,-1.01118
0.5,3.0,1.67724,-2.83354,-0.681833,-2.82535,-0.683132,1.23439,1.53312,1.74132e-06,1.25202,-0.989643
0.51,3.0,1.66497,-2.80758,-0.675671,-2.79702,-0.676873,1.24674,1.52335,1.76007e-06,1.2249,-0.957451
0.52,2.0,1.65798,-2.78102,-0.669329,-2.77076,-0.67059,1.2588,1.51386,8.62613e-07,1.19998,-0.936491
0.53,2.0,1.65188,-2.75283,-0.662542,-2.74383,-0.663866,1.27087,1.50458,1.36652e-06,1.23211,-0.916908
0.54,2.0,1.64852,-2.7238,-0.655613,-2.71371,-0.656764,1.2834,1.49541,6.55376e-07,1.25867,-0.91454
0.55,2.0,1.63612,-2.69513,-0.648847,-2.68437,-0.64974,1.29592,1.48626,1.0176e-06,1.21774,-0.915959
0.56,2.0,1.61778,-2.66438,-0.641442,-2.65544,-0.642818,1.30779,1.47707,1.4106e-06,1.14991,-0.923147
0.57,2.0,1.60747,-2.63995,-0.635609,-2.63071,-0.636887,1.31898,1.46783,7.24546e-07,1.09654,-0.926154
0.58,2.0,1.59572,-2.61005,-0.628484,-2.60071,-0.629501,1.32975,1.45856,4.40695e-07,1.07914,-0.92764
0.59,2.0,1.58292,-2.58192,-0.621779,-2.57298,-0.622975,1.34028,1.4493,8.99803e-07,1.05349,-0.923656
0.6,2.0,1.57299,-2.5539,-0.615103,-2.54371,-0.616063,1.35063,1.4401,3.25577e-07,1.03338,-0.916521
0.61,2.0,1.56257,-2.52604,-0.60849,-2.51668,-0.609354,1.36079,1.43097,9.18693e-07,0.986127,-0.908145
0.62,2.0,1.55315,-2.49867,-0.601994,-2.48902,-0.60291,1.37062,1.42192,3.84441e-07,0.954738,-0.902828
0.63,2.0,1.545,-2.47034,-0.595274,-2.46188,-0.596397,1.37987,1.41289,7.11822e-07,0.885881,-0.901034
0.64,2.0,1.53391,-2.4416,-0.588467,-2.43428,-0.58998,1.38841,1.40387,3.93763e-07,0.802932,-0.902876
0.65,2.0,1.52428,-2.41321,-0.581734,-2.40483,-0.582674,1.39618,1.39483,5.2313e-07,0.727102,-0.905209
0.66,2.0,1.51386,-2.3839,-0.574786,-2.37507,-0.57565,1.40334,1.38578,3.38069e-07,0.67822,-0.905638
0.67,2.0,1.50246,-2.35566,-0.568104,-2.34708,-0.569105,1.41003,1.37674,4.01221e-07,0.636648,-0.903401
0.68,2.0,1.49133,-2.32645,-0.561188,-2.31875,-0.562207,1.41635,1.36773,3.80655e-07,0.60654,-0.89871
0.69,2.0,1.48033,-2.29711,-0.55423,-2.28995,-0.555444,1.42252,1.35876,3.36821e-07,0.61587,-0.893562
0.7,2.0,1.47201,-2.26892,-0.547545,-2.26104,-0.548549,1.42877,1.34985,6.45624e-07,0.633085,-0.887947
0.71,2.0,1.46334,-2.23961,-0.540595,-2.23111,-0.541472,1.43529,1.34098,4.94029e-07,0.669153,-0.885642
0.72,2.0,1.45543,-2.21173,-0.533986,-2.20353,-0.534857,1.44224,1.33214,6.45204e-07,0.738499,-0.883826
0.73,2.0,1.44648,-2.18267,-0.527082,-2.17433,-0.528018,1.44979,1.3233,8.24353e-07,0.783573,-0.882945
0.74,2.0,1.43735,-2.15347,-0.520143,-2.14696,-0.521269,1.45786,1.31449,7.75189e-07,0.847608,-0.880471
0.75,2.0,1.42688,-2.12476,-0.513313,-2.11817,-0.514449,1.4664,1.3057,8.56889e-07,0.855665,-0.87608
0.76,2.0,1.41622,-2.09686,-0.506685,-2.09003,-0.507382,1.47511,1.29697,9.71509e-07,0.878517,-0.868841
0.77,2.0,1.40613,-2.07006,-0.500315,-2.06253,-0.501206,1.48376,1.28833,9.60874e-07,0.831194,-0.857326
0.78,2.0,1.39532,-2.04053,-0.493244,-2.03386,-0.494326,1.49194,1.27981,1.01367e-06,0.788908,-0.845577
0.79,2.0,1.38433,-2.01326,-0.486733,-2.00788,-0.48801,1.49955,1.27141,1.10139e-06,0.739036,-0.830789
0.8,2.0,1.37407,-1.98505,-0.479975,-1.9783,-0.480679,1.5067,1.26314,1.11878e-06,0.719647,-0.821717
0.81,2.0,1.36479,-1.95753,-0.473422,-1.95185,-0.474526,1.51399,1.25495,1.15549e-06,0.694457,-0.814784
0.82,2.0,1.35418,-1.92868,-0.466553,-1.9219,-0.467287,1.52108,1.24679,1.22868e-06,0.704205,-0.817537
0.83,2.0,1.34439,-1.89788,-0.459089,-1.89319,-0.460241,1.52821,1.23859,1.28063e-06,0.704421,-0.824661
0.84,2.0,1.33657,-1.87189,-0.452901,-1.864,-0.453344,1.5354,1.23029,1.30187e-06,0.734766,-0.836261
0.85,2.0,1.33084,-1.84269,-0.445907,-1.83686,-0.446766,1.54299,1.22188,1.36291e-06,0.769427,-0.849229
0.86,2.0,1.32629,-1.81217,-0.438544,-1.80506,-0.438912,1.55086,1.21334,1.44442e-06,0.795491,-0.860734
0.87,2.0,1.32412,-1.7829,-0.431466,-1.77825,-0.432688,1.55851,1.20471,1.47265e-06,0.700174,-0.868838
0.88,2.0,1.32173,-1.75388,-0.424441,-1.748,-0.42529,1.56616,1.19602,1.51768e-06,0.791447,-0.872881
0.89,3.0,1.31718,-1.7246,-0.417295,-1.7209,-0.418737,1.574,1.18731,1.58977e-06,0.719296,-0.870996
0.9,3.0,1.30468,-1.69939,-0.411175,-1.69349,-0.411841,1.58134,1.17864,1.67687e-06,0.711287,-0.863797
0.91,3.0,1.29331,-1.66856,-0.403716,-1.66336,-0.404799,1.58925,1.17005,1.72075e-06,0.789969,-0.853721
0.92,3.0,1.2853,-1.64183,-0.39724,-1.63707,-0.398076,1.59701,1.16158,1.77241e-06,0.791133,-0.838547
