t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.02587,-4.10667,-0.980876,-4.09813,-0.983263,1.00003,2.01085,0.0152844,0.0156273,-0.916312
0.02,1.0,2.02322,-4.10608,-0.980163,-4.09521,-0.981785,1.00012,2.00163,0.0134693,-0.000940462,-0.928795
0.03,1.0,2.01812,-4.09864,-0.978436,-4.0854,-0.979655,1.00025,1.99224,0.0113106,0.00393261,-0.947879
0.04,1.0,2.01136,-4.08747,-0.975852,-4.07377,-0.97665,1.00039,1.98264,0.00981764,0.00914974,-0.970642
0.05,1.0,2.00397,-4.07415,-0.972774,-4.06009,-0.973349,1.00052,1.97288,0.00852183,0.0109146,-0.982991
0.06,1.0,1.99589,-4.05872,-0.969215,-4.04191,-0.96963,1.00057,1.96304,0.00688975,0.00687462,-0.986049
0.07,1.0,1.98749,-4.04194,-0.965351,-4.02667,-0.965588,1.00064,1.95319,0.00543698,0.0032,-0.9861
0.08,1.0,1.97824,-4.02319,-0.961031,-4.00746,-0.961165,1.00062,1.94332,0.00420745,0.00130442,-0.985318
0.09,1.0,1.96919,-4.00352,-0.956507,-3.9866,-0.956547,1.00068,1.93348,0.00296577,0.00349396,-0.984263
0.1,1.0,1.95989,-3.98277,-0.951741,-3.96659,-0.951719,1.00071,1.92364,0.00142621,0.00656106,-0.983289
0.11,1.0,1.95094,-3.96107,-0.946756,-3.94496,-0.946672,1.00079,1.91382,0.000335129,0.0104263,-0.98169
0.12,1.0,1.94198,-3.93771,-0.94139,-3.92126,-0.941264,1.00092,1.90401,0.000195766,0.0141907,-0.980488
0.13,1.0,1.93412,-3.9149,-0.93615,-3.89948,-0.936017,1.00105,1.89421,4.07282e-05,0.0172675,-0.979211
0.14,1.0,1.92853,-3.89171,-0.930823,-3.87434,-0.930664,1.00125,1.88442,6.72073e-05,0.0194916,-0.977873
