t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,1.98058,-4.04695,-0.973387,-4.02942,-0.973806,1.00005,0.0190342,0.0190342,0.00251228,-0.0265721
0.02,1.0,1.97712,-4.05275,-0.967411,-4.03547,-0.967708,1.00004,2.00142,0.0188112,0.004351,-0.947524
0.03,1.0,1.96057,-4.02918,-0.961786,-4.01069,-0.962054,1.00007,1.99189,0.0186545,0.00542734,-0.957734
0.04,1.0,1.94423,-4.00524,-0.956072,-3.98854,-0.956308,1.00014,1.98228,0.0185229,0.0074174,-0.963137
0.05,1.0,1.92775,-3.98057,-0.950185,-3.96405,-0.950434,1.00019,1.97263,0.0184066,0.0096409,-0.966242
0.06,1.0,1.91104,-3.95509,-0.944103,-3.93751,-0.944332,1.00032,1.96296,0.0183011,0.011393,-0.968223
0.07,1.0,1.89403,-3.92871,-0.937805,-3.91252,-0.938026,1.00044,1.95327,0.0182039,0.014125,-0.969307
0.08,1.0,1.87669,-3.90144,-0.931297,-3.88531,-0.931525,1.00057,1.94357,0.0181138,0.016225,-0.970015
0.09,1.0,1.85901,-3.87327,-0.924573,-3.8578,-0.924801,1.00078,1.93387,0.0180295,0.0195029,-0.970341
0.1,1.0,1.841,-3.84423,-0.917642,-3.82866,-0.917872,1.00098,1.92417,0.0179503,0.0231506,-0.970253
0.11,1.0,1.82267,-3.81434,-0.91051,-3.79856,-0.910737,1.00121,1.91446,0.0178755,0.0258351,-0.970054
0.12,1.0,1.80399,-3.78359,-0.903169,-3.76843,-0.90341,1.00151,1.90477,0.0178048,0.03011,-0.969648
0.13,1.0,1.785,-3.7521,-0.895654,-3.73744,-0.895909,1.00182,1.89507,0.0177375,0.0348281,-0.969086
0.14,1.0,1.76571,-3.71984,-0.887953,-3.705,-0.888232,1.00218,1.88538,0.0176735,0.0381139,-0.968484
0.15,1.0,1.74612,-3.68689,-0.880088,-3.67271,-0.880413,1.0026,1.8757,0.0176123,0.0435491,-0.967623
0.16,1.0,1.72628,-3.65332,-0.872076,-3.6388,-0.87244,1.00305,1.86603,0.0175538,0.0494724,-0.966681
0.17,1.0,1.70617,-3.61912,-0.863913,-3.60528,-0.864281,1.00355,1.85637,0.0174977,0.0533047,-0.965718
0.18,1.0,1.68584,-3.58437,-0.855618,-3.57094,-0.856013,1.00414,1.84672,0.0174438,0.0600256,-0.964643
0.19,1.0,1.66532,-3.54914,-0.847211,-3.535,-0.847598,1.00478,1.83708,0.0173919,0.067318,-0.963537
0.2,1.0,1.64462,-3.51346,-0.838693,-3.50019,-0.839128,1.00546,1.82745,0.017342,0.0751754,-0.962288
0.21,1.0,1.62376,-3.47734,-0.830073,-3.46404,-0.830521,1.00624,1.81783,0.0172938,0.0797773,-0.960991
0.22,1.0,1.60276,-3.44088,-0.821369,-3.428,-0.821864,1.0071,1.80823,0.0172472,0.0885117,-0.959622
0.23,1.0,1.58164,-3.40407,-0.812583,-3.39045,-0.813069,1.00802,1.79864,0.0172022,0.0979107,-0.958146
0.24,1.0,1.56044,-3.36699,-0.803733,-3.35212,-0.804212,1.00902,1.78906,0.0171586,0.107995,-0.956667
0.25,1.0,1.53916,-3.32962,-0.794812,-3.31651,-0.795374,1.01013,1.7795,0.0171163,0.113232,-0.955108
0.26,1.0,1.5178,-3.29204,-0.785842,-3.27759,-0.78639,1.01135,1.76996,0.0170753,0.124243,-0.953472
0.27,1.0,1.49642,-3.25431,-0.776838,-3.24077,-0.777428,1.01266,1.76043,0.0170354,0.136,-0.951775
0.28,1.0,1.47502,-3.21646,-0.767803,-3.20186,-0.768353,1.01409,1.75093,0.0169966,0.148512,-0.950051
0.29,1.0,1.45362,-3.17847,-0.758733,-3.16437,-0.759372,1.01564,1.74144,0.0169589,0.159933,-0.947982
0.3,1.0,1.43225,-3.14037,-0.74964,-3.12831,-0.750398,1.01727,1.73196,0.0169222,0.175719,-0.946225
0.31,1.0,1.41089,-3.10223,-0.740537,-3.09046,-0.741235,1.01905,1.72251,0.0168864,0.190552,-0.944352
0.32,1.0,1.38956,-3.06406,-0.731425,-3.05232,-0.732149,1.02098,1.71308,0.0168514,0.206161,-0.942376
