t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.03177,-4.11046,-0.981356,-4.10407,-0.984256,1.00004,2.01095,0.0149121,0.00171851,-0.904732
0.02,1.0,2.03085,-4.10992,-0.98109,-4.10245,-0.983503,1.00019,2.00206,0.0126668,0.0157955,-0.900116
0.03,1.0,2.02755,-4.10429,-0.979807,-4.0955,-0.982044,1.00035,1.99314,0.0101181,0.0163498,-0.892673
0.04,1.0,2.02225,-4.09469,-0.977612,-4.08621,-0.979549,1.00052,1.98415,0.00841622,0.0209264,-0.911227
0.05,1.0,2.01595,-4.0827,-0.974871,-4.07437,-0.976644,1.0007,1.97484,0.00697373,0.0201841,-0.961318
0.06,1.0,2.00979,-4.06951,-0.971871,-4.05849,-0.973645,1.00078,1.96513,0.00524507,0.000287328,-0.987801
0.07,1.0,2.00369,-4.05524,-0.968637,-4.0455,-0.970132,1.00076,1.95524,0.00337609,-0.0163498,-0.985376
0.08,1.0,1.9977,-4.03912,-0.964991,-4.02901,-0.966443,1.00069,1.94568,0.00130611,-4.10532e-05,-0.914672
0.09,1.0,1.99249,-4.02119,-0.96093,-4.00966,-0.962305,1.00078,1.93678,0.000350061,-0.000413614,-0.853172
0.1,1.0,1.99039,-4.00029,-0.956149,-3.98908,-0.957353,1.00075,1.92837,0.000162184,-0.00615885,-0.819475
0.11,1.0,1.98832,-3.98117,-0.951782,-3.96957,-0.952883,1.0008,1.91987,6.62415e-05,0.0081494,-0.87937
0.12,1.0,1.98091,-3.95989,-0.946932,-3.94843,-0.948004,1.0009,1.9106,7.19662e-05,0.018211,-0.99351
0.13,1.0,1.97635,-3.93664,-0.941647,-3.924,-0.942583,1.0011,1.90014,2.33633e-05,0.0292785,-1.11922
0.14,1.0,1.97733,-3.91248,-0.9361,-3.89895,-0.937029,1.00134,1.88874,3.46168e-05,0.0308974,-1.17356
0.15,1.0,1.98234,-3.88979,-0.930869,-3.87782,-0.931804,1.00161,1.87707,1.02614e-05,0.0197888,-1.15874
0.16,2.0,1.97895,-3.86831,-0.92598,-3.85585,-0.92713,1.00182,1.86587,1.86739e-06,0.0178721,-1.0687
0.17,2.0,1.97306,-3.84587,-0.920945,-3.83272,-0.922038,1.00196,1.85548,7.24751e-06,0.0170515,-1.00331
0.18,2.0,1.96898,-3.82227,-0.915622,-3.80819,-0.916894,1.00215,1.84555,1.29236e-06,0.0188193,-0.979634
0.19,2.0,1.96583,-3.79856,-0.910257,-3.78544,-0.911552,1.00233,1.8356,3.73804e-06,0.0210473,-1.01237
0.2,2.0,1.96629,-3.7754,-0.905033,-3.76248,-0.906154,1.00255,1.82538,5.64639e-06,0.0217184,-1.02868
0.21,3.0,1.97316,-3.75013,-0.899222,-3.73698,-0.900162,1.00279,1.81515,4.50856e-06,0.0245776,-1.01613
0.22,3.0,1.9809,-3.7207,-0.892357,-3.70718,-0.893278,1.00303,1.80501,5.50037e-06,0.0290484,-1.01219
0.23,5.0,1.97801,-3.6891,-0.884939,-3.67585,-0.886327,1.00331,1.79486,4.80109e-06,0.03139,-1.01725
0.24,4.0,1.96193,-3.65911,-0.877901,-3.64507,-0.879312,1.00367,1.78478,1.11845e-06,0.038607,-0.989713
0.25,4.0,1.94949,-3.62996,-0.871084,-3.61711,-0.872564,1.00408,1.77513,1.26334e-06,0.0459539,-0.928589
0.26,4.0,1.93346,-3.60087,-0.864257,-3.58718,-0.865756,1.00455,1.766,2.29714e-06,0.0497632,-0.892851
0.27,3.0,1.91479,-3.57292,-0.857697,-3.55971,-0.85928,1.0051,1.75695,1.28873e-06,0.0556369,-0.919898
0.28,3.0,1.90475,-3.54324,-0.850674,-3.53205,-0.852377,1.00569,1.74752,8.18947e-07,0.0608154,-0.959519
0.29,3.0,1.89496,-3.50978,-0.842691,-3.49768,-0.844354,1.00631,1.73792,1.60178e-06,0.0655647,-0.957196
0.3,3.0,1.88409,-3.47462,-0.834389,-3.46127,-0.83558,1.00696,1.72847,9.1913e-07,0.0651868,-0.932739
0.31,3.0,1.86397,-3.4382,-0.825821,-3.42456,-0.826872,1.0077,1.71912,1.58999e-06,0.070701,-0.940185
0.32,3.0,1.85382,-3.40163,-0.817128,-3.38813,-0.818441,1.0162,1.70955,1.42157e-06,0.574004,-0.976185
0.33,3.0,1.84913,-3.36591,-0.808553,-3.35483,-0.810094,1.02226,1.69974,1.1343e-06,0.780006,-0.986493
0.34,3.0,1.83443,-3.32716,-0.799259,-3.31593,-0.801026,1.03177,1.6899,1.80375e-06,0.917288,-0.983877
0.35,3.0,1.81963,-3.28899,-0.790134,-3.27663,-0.791713,1.04222,1.68002,8.69727e-07,1.09799,-0.997315
0.36,3.0,1.80534,-3.25399,-0.781809,-3.24162,-0.783184,1.05427,1.66998,1.35789e-06,1.25147,-1.01069
0.37,3.0,1.79108,-3.22192,-0.774195,-3.2083,-0.775604,1.06634,1.65991,9.5548e-07,1.16018,-0.998869
0.38,3.0,1.78337,-3.19778,-0.768492,-3.18525,-0.770177,1.07834,1.65008,1.00423e-06,1.07026,-0.963219
0.39,3.0,1.77734,-3.17033,-0.762018,-3.15886,-0.763641,1.08884,1.64054,1.20149e-06,1.15034,-0.939961
0.4,3.0,1.76548,-3.14249,-0.755454,-3.13254,-0.756928,1.10014,1.63115,7.91665e-07,1.05747,-0.936591
0.41,3.0,1.74539,-3.1104,-0.747856,-3.09984,-0.749347,1.11109,1.62172,1.40624e-06,1.09716,-0.945889
0.42,3.0,1.72811,-3.08021,-0.740725,-3.06966,-0.742183,1.12205,1.61226,8.42403e-07,1.09971,-0.945737
0.43,3.0,1.71612,-3.05232,-0.73418,-3.0424,-0.73548,1.13293,1.60279,1.20738e-06,1.12147,-0.950506
0.44,3.0,1.70665,-3.0326,-0.729623,-3.02209,-0.730704,1.14394,1.59321,1.21692e-06,1.11057,-0.968013
0.45,3.0,1.70906,-3.02106,-0.727063,-3.00985,-0.728336,1.1595,1.58341,1.26005e-06,2.4178,-0.996259
0.46,3.0,1.71059,-3.0043,-0.723276,-2.99195,-0.724303,1.18801,1.57338,1.35509e-06,2.63114,-1.01474
0.47,3.0,1.70745,-2.98145,-0.718028,-2.9669,-0.719057,1.20708,1.56319,1.29402e-06,2.38631,-1.0269
0.48,3.0,1.71927,-2.96402,-0.714049,-2.95249,-0.715034,1.22423,1.55292,1.21288e-06,2.40237,-1.02995
0.49,3.0,1.72856,-2.93904,-0.708245,-2.92855,-0.709238,1.25102,1.54268,1.11903e-06,2.34086,-1.01801
0.5,3.0,1.72734,-2.90395,-0.700014,-2.89278,-0.700689,1.26893,1.5326,1.02196e-06,1.96576,-0.993897
0.51,2.0,1.7205,-2.85874,-0.689239,-2.84543,-0.690171,1.28892,1.52281,9.28058e-07,0.769206,-0.958411
0.52,2.0,1.7136,-2.80798,-0.677071,-2.79886,-0.67839,1.30161,1.51332,8.43008e-07,0.638311,-0.934546
0.53,2.0,1.70384,-2.76102,-0.665791,-2.75155,-0.667169,1.31473,1.50407,7.7322e-07,0.999813,-0.912455
0.54,2.0,1.68257,-2.72288,-0.656714,-2.71206,-0.657847,1.32319,1.49495,7.19511e-07,0.974487,-0.910368
0.55,2.0,1.66485,-2.69119,-0.64919,-2.67947,-0.650295,1.33859,1.48583,6.82707e-07,1.68718,-0.912542
0.56,2.0,1.64025,-2.65914,-0.641458,-2.65039,-0.642735,1.35533,1.47666,6.18937e-07,1.46007,-0.922211
0.57,2.0,1.62055,-2.63282,-0.635147,-2.62242,-0.636136,1.36846,1.46743,6.1984e-07,1.2648,-0.925818
0.58,2.0,1.6045,-2.60619,-0.628789,-2.59546,-0.629708,1.38033,1.45817,5.67015e-07,1.11222,-0.927403
0.59,2.0,1.58939,-2.57762,-0.621915,-2.56949,-0.623194,1.39196,1.44891,5.37442e-07,1.10139,-0.923335
0.6,2.0,1.57538,-2.54842,-0.614876,-2.53895,-0.6161,1.40275,1.43972,4.96232e-07,1.02684,-0.914888
0.61,2.0,1.56311,-2.5206,-0.608174,-2.51207,-0.609199,1.41267,1.43061,4.57682e-07,0.970472,-0.905124
0.62,2.0,1.55111,-2.49238,-0.601384,-2.48341,-0.602493,1.42227,1.42158,4.21872e-07,0.875379,-0.899302
0.63,2.0,1.53791,-2.46777,-0.595488,-2.45863,-0.596516,1.43132,1.41259,3.95965e-07,0.883912,-0.898062
0.64,2.0,1.52773,-2.44279,-0.589511,-2.4339,-0.590803,1.43992,1.40359,3.68428e-07,0.833845,-0.901678
0.65,2.0,1.51834,-2.41751,-0.583458,-2.40795,-0.584199,1.4479,1.39456,3.43659e-07,0.742616,-0.905017
0.66,2.0,1.50854,-2.39474,-0.578035,-2.38621,-0.579024,1.45506,1.38551,3.3517e-07,0.687446,-0.906364
0.67,2.0,1.49932,-2.3694,-0.571999,-2.36034,-0.572905,1.46167,1.37646,3.2339e-07,0.598878,-0.903584
0.68,2.0,1.48984,-2.3446,-0.566117,-2.33616,-0.567451,1.46778,1.36745,1.97606e-07,0.625286,-0.89826
0.69,2.0,1.48159,-2.31757,-0.559697,-2.30945,-0.560767,1.47428,1.35849,2.79783e-07,0.645032,-0.892866
0.7,2.0,1.47111,-2.28993,-0.553153,-2.2821,-0.554199,1.48063,1.34959,8.20761e-08,0.615428,-0.887054
