t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.02813,-4.10876,-0.980958,-4.10098,-0.983528,1.00003,2.01094,0.0152728,0.00167468,-0.901558
0.02,1.0,2.02535,-4.10679,-0.980333,-4.09712,-0.982275,1.00014,2.00204,0.0134216,0.00800361,-0.892525
0.03,1.0,2.02106,-4.09997,-0.978754,-4.0885,-0.980368,1.00025,1.99313,0.0113557,0.00926037,-0.89338
0.04,1.0,2.01508,-4.08948,-0.976329,-4.07801,-0.977576,1.00036,1.98414,0.0098695,0.0122168,-0.906873
0.05,1.0,2.00842,-4.07683,-0.973413,-4.06512,-0.974499,1.00044,1.97491,0.00861989,0.0123834,-0.940513
0.06,1.0,2.00109,-4.0622,-0.970044,-4.04787,-0.971045,1.00052,1.96542,0.00692468,0.0024303,-0.958351
0.07,1.0,1.99346,-4.04619,-0.966366,-4.03308,-0.967196,1.00048,1.95584,0.00542734,-0.00571035,-0.952662
0.08,1.0,1.98492,-4.02815,-0.96222,-4.01505,-0.962947,1.00046,1.94645,0.00412906,-0.00726695,-0.920034
0.09,1.0,1.97664,-4.00929,-0.957893,-3.99494,-0.958554,1.00041,1.93734,0.00270101,-0.00461801,-0.900284
0.1,1.0,1.96817,-3.98928,-0.95331,-3.97485,-0.95389,1.00038,1.92828,0.00107995,0.00356894,-0.911789
0.11,1.0,1.96015,-3.96828,-0.9485,-3.95411,-0.948975,1.00043,1.91889,0.000259546,0.00900789,-0.968849
0.12,1.0,1.95221,-3.94539,-0.943251,-3.93113,-0.943651,1.00055,1.90891,0.000150366,0.0121567,-1.03611
0.13,1.0,1.94578,-3.92317,-0.938156,-3.90975,-0.938517,1.00072,1.89832,1.756e-05,0.0176778,-1.09232
0.14,1.0,1.94085,-3.90171,-0.933253,-3.88618,-0.933526,1.00091,1.88743,5.48021e-05,0.0218194,-1.09144
0.15,1.0,1.93513,-3.87861,-0.927956,-3.86505,-0.928204,1.0011,1.87664,1.65015e-05,0.0242445,-1.06331
0.16,1.0,1.93351,-3.85648,-0.922885,-3.84249,-0.923107,1.00135,1.86624,5.00696e-06,0.0225992,-1.01231
0.17,1.0,1.93269,-3.83319,-0.917561,-3.81868,-0.917739,1.00159,1.85625,1.07836e-05,0.02539,-0.982906
0.18,1.0,1.93364,-3.80972,-0.912162,-3.79415,-0.912367,1.00182,1.84647,9.15201e-06,0.0282043,-0.974053
0.19,1.0,1.93565,-3.78514,-0.90648,-3.77082,-0.906636,1.00213,1.83666,2.02333e-06,0.0286115,-0.988569
0.2,1.0,1.93098,-3.75774,-0.900161,-3.74384,-0.900315,1.00243,1.8267,3.63658e-06,0.0323056,-1.00177
0.21,1.0,1.93187,-3.73144,-0.894136,-3.71785,-0.894324,1.00274,1.81667,5.38795e-06,0.0364367,-1.00473
0.22,1.0,1.93672,-3.70552,-0.888237,-3.69058,-0.888267,1.00312,1.80667,1.99861e-06,0.0372391,-0.994288
0.23,1.0,1.93709,-3.6784,-0.882129,-3.66319,-0.882119,1.00352,1.7968,2.24224e-06,0.0418572,-0.977431
0.24,1.0,1.93361,-3.65029,-0.875791,-3.6358,-0.875793,1.02111,1.78711,8.95803e-07,4.44397,-0.958108
0.25,1.0,1.92704,-3.62127,-0.86907,-3.60595,-0.869105,1.03735,1.77757,6.6951e-07,5.00323,-0.9475
0.26,1.0,1.91719,-3.59054,-0.861844,-3.57472,-0.861883,1.08533,1.76811,5.59933e-07,4.45879,-0.943663
0.27,1.0,1.90424,-3.56027,-0.854671,-3.54516,-0.854711,1.12901,1.75865,3.22393e-07,3.81308,-0.947571
0.28,2.0,1.89234,-3.53128,-0.847823,-3.51761,-0.848592,1.07882,1.74916,1.57494e-06,3.48351,-0.950633
0.29,2.0,1.88721,-3.50349,-0.841311,-3.48846,-0.841982,1.09706,1.73963,1.56728e-06,2.88093,-0.952972
0.3,2.0,1.88816,-3.47592,-0.834869,-3.46136,-0.835394,1.11342,1.73009,2.64515e-06,2.12424,-0.954983
0.31,2.0,1.88634,-3.44854,-0.828537,-3.43301,-0.829016,1.13236,1.72052,2.07837e-06,2.66091,-0.959661
0.32,2.0,1.87897,-3.41972,-0.821992,-3.40316,-0.822476,1.16406,1.71089,2.37072e-06,3.18372,-0.967475
0.33,2.0,1.87261,-3.38937,-0.815068,-3.37416,-0.815527,1.20468,1.70119,3.09423e-06,3.2417,-0.973421
0.34,1.0,1.86302,-3.3589,-0.807987,-3.34382,-0.808034,1.29835,1.69144,2.53834e-06,1.46462,-0.978684
0.35,2.0,1.85229,-3.32775,-0.80068,-3.31261,-0.80171,1.21065,1.68165,2.64877e-06,2.62243,-0.979412
0.36,2.0,1.84609,-3.30026,-0.794398,-3.28264,-0.794748,1.23449,1.6719,2.48545e-06,2.63599,-0.976975
0.37,1.0,1.83446,-3.26912,-0.787266,-3.25259,-0.787288,1.3351,1.66212,2.32034e-06,1.44906,-0.971705
0.38,1.0,1.82639,-3.23592,-0.779483,-3.22056,-0.779677,1.34818,1.65243,2.17392e-06,1.1471,-0.965718
