t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.03175,-4.11045,-0.981354,-4.10405,-0.984253,1.00004,2.01095,0.0149122,0.0016335,-0.90487
0.02,1.0,2.03082,-4.10991,-0.981087,-4.10242,-0.983497,1.00019,2.00206,0.0126666,0.0156615,-0.900295
0.03,1.0,2.02752,-4.10428,-0.979806,-4.09548,-0.982038,1.00035,1.99313,0.0101179,0.0162644,-0.893489
0.04,1.0,2.02221,-4.09468,-0.97761,-4.08617,-0.97954,1.00052,1.98413,0.00841629,0.0206579,-0.911739
0.05,1.0,2.01591,-4.08269,-0.97487,-4.07433,-0.976634,1.00069,1.97482,0.00697429,0.0198262,-0.960874
0.06,1.0,2.00974,-4.0695,-0.971869,-4.05844,-0.973632,1.00077,1.96511,0.00524566,0.000228821,-0.987555
0.07,1.0,2.00363,-4.05522,-0.968633,-4.04544,-0.970117,1.00076,1.95522,0.00337836,-0.0157747,-0.985
0.08,1.0,1.99763,-4.0391,-0.964986,-4.02894,-0.966426,1.00069,1.94565,0.00130863,6.7724e-05,-0.916622
0.09,1.0,1.99241,-4.02116,-0.960923,-4.00958,-0.962285,1.00077,1.93673,0.000350508,-0.00184928,-0.857067
0.1,1.0,1.99026,-4.00025,-0.956139,-3.98898,-0.957329,1.00072,1.92829,0.000162776,-0.00556935,-0.822685
0.11,1.0,1.98816,-3.9811,-0.951765,-3.96944,-0.952852,1.00078,1.91975,6.60557e-05,0.00889064,-0.882334
0.12,1.0,1.98052,-3.95971,-0.946889,-3.94818,-0.947943,1.00089,1.91046,7.40403e-05,0.0183963,-0.994085
0.13,1.0,1.9765,-3.93643,-0.941591,-3.92372,-0.942512,1.0011,1.9,2.3334e-05,0.0291309,-1.11793
0.14,2.0,1.97823,-3.91228,-0.936052,-3.89862,-0.937111,1.00133,1.88863,3.38573e-05,0.0305176,-1.16967
0.15,1.0,1.98364,-3.88957,-0.930822,-3.87752,-0.931742,1.0016,1.877,1.04648e-05,0.0193263,-1.15432
0.16,2.0,1.97998,-3.86812,-0.925935,-3.85565,-0.927062,1.00181,1.86583,1.87027e-06,0.0175055,-1.06577
0.17,1.0,1.97278,-3.84572,-0.920915,-3.83316,-0.921749,1.00195,1.85545,7.19532e-06,0.0169033,-1.00335
0.18,1.0,1.97019,-3.82204,-0.915572,-3.80806,-0.916335,1.00214,1.84552,1.4171e-06,0.0189665,-0.980835
0.19,2.0,1.96879,-3.79843,-0.910232,-3.78518,-0.911471,1.00232,1.83557,3.72941e-06,0.0212027,-1.01008
0.2,2.0,1.97299,-3.77495,-0.904898,-3.7621,-0.90602,1.00254,1.82537,5.65179e-06,0.0218454,-1.02665
0.21,2.0,1.97537,-3.74995,-0.899106,-3.73678,-0.900105,1.00278,1.81514,4.54423e-06,0.0247042,-1.01758
0.22,3.0,1.97515,-3.72073,-0.892335,-3.7071,-0.893259,1.00303,1.80499,5.52464e-06,0.0291353,-1.01364
0.23,4.0,1.97123,-3.68959,-0.885109,-3.67633,-0.886447,1.00331,1.79484,4.85942e-06,0.0314952,-1.01485
0.24,3.0,1.95468,-3.65953,-0.878095,-3.64586,-0.879607,1.00368,1.7848,1.24296e-06,0.0386615,-0.987118
0.25,3.0,1.94238,-3.63088,-0.871432,-3.61837,-0.872945,1.00409,1.77515,1.22747e-06,0.0459294,-0.932832
0.26,2.0,1.93537,-3.60347,-0.865012,-3.59045,-0.866786,1.00456,1.76595,2.30526e-06,0.0495556,-0.90178
0.27,3.0,1.92282,-3.5775,-0.858969,-3.56353,-0.860348,1.00511,1.75684,1.11264e-06,0.0554051,-0.923991
0.28,2.0,1.91127,-3.54986,-0.852553,-3.53782,-0.85396,1.0057,1.74741,3.19406e-07,0.0606631,-0.956933
0.29,2.0,1.90559,-3.52196,-0.846045,-3.50972,-0.847693,1.02333,1.73783,1.29414e-06,2.33886,-0.956785
0.3,2.0,1.90001,-3.49226,-0.839099,-3.47988,-0.840753,1.05044,1.72835,7.75619e-07,2.3488,-0.938863
0.31,2.0,1.89494,-3.46306,-0.832359,-3.44918,-0.833645,1.07921,1.71894,7.73612e-07,2.37071,-0.944517
0.32,2.0,1.89983,-3.43599,-0.826082,-3.42051,-0.827228,1.09542,1.70938,1.39629e-06,2.02278,-0.970867
0.33,2.0,1.90491,-3.40928,-0.819974,-3.3949,-0.820925,1.11375,1.69962,1.10434e-06,2.25551,-0.982294
0.34,2.0,1.90237,-3.37951,-0.81309,-3.36571,-0.814272,1.14094,1.6898,1.35782e-06,2.31004,-0.984267
0.35,2.0,1.89988,-3.34931,-0.806055,-3.3352,-0.807375,1.16036,1.67993,1.68216e-06,2.28125,-0.992431
0.36,2.0,1.89713,-3.3187,-0.798886,-3.3057,-0.800406,1.18031,1.66998,1.64483e-06,2.75506,-1.00017
0.37,2.0,1.891,-3.28744,-0.791524,-3.2718,-0.7927,1.20644,1.66,1.61362e-06,2.28326,-0.992859
0.38,2.0,1.8842,-3.25639,-0.784206,-3.24198,-0.785762,1.22678,1.65018,1.56389e-06,1.81804,-0.96798
0.39,2.0,1.87341,-3.22373,-0.776514,-3.20961,-0.777621,1.24106,1.64058,1.52388e-06,0.300912,-0.950172
0.4,2.0,1.85889,-3.18717,-0.767877,-3.17499,-0.769316,1.2514,1.6311,1.47465e-06,1.00106,-0.943255
0.41,2.0,1.84382,-3.15234,-0.759641,-3.14127,-0.761026,1.25649,1.62163,1.43312e-06,1.08201,-0.948658
0.42,2.0,1.83243,-3.11561,-0.750881,-3.10294,-0.752175,1.26798,1.61214,1.39899e-06,0.551047,-0.950264
0.43,2.0,1.82027,-3.07882,-0.742056,-3.06688,-0.743063,1.26966,1.60261,1.37106e-06,1.11025,-0.956409
0.44,2.0,1.81069,-3.04059,-0.732825,-3.02828,-0.733914,1.28147,1.59299,1.34088e-06,1.06765,-0.96968
0.45,2.0,1.80094,-3.00508,-0.724243,-2.99318,-0.725582,1.29121,1.58322,1.31169e-06,0.963365,-0.989924
0.46,2.0,1.79085,-2.9697,-0.715706,-2.956,-0.71662,1.30104,1.57326,1.29064e-06,0.942024,-1.00556
0.47,2.0,1.78264,-2.93598,-0.707578,-2.92235,-0.708918,1.31051,1.56316,1.27409e-06,0.882816,-1.01671
0.48,2.0,1.77332,-2.90371,-0.69982,-2.89138,-0.701164,1.31882,1.55299,1.25352e-06,0.88047,-1.01978
0.49,2.0,1.76689,-2.87076,-0.691905,-2.86129,-0.693374,1.32848,1.54286,1.24405e-06,0.89697,-1.00802
0.5,2.0,1.76122,-2.83715,-0.683828,-2.82601,-0.685375,1.33755,1.53287,1.23015e-06,0.913304,-0.987504
0.51,2.0,1.74867,-2.80526,-0.676171,-2.79156,-0.677153,1.34677,1.52311,1.17756e-06,0.936052,-0.958276
0.52,2.0,1.73455,-2.77294,-0.668415,-2.76092,-0.669583,1.35586,1.51361,7.37252e-07,0.907698,-0.938298
0.53,2.0,1.72338,-2.74002,-0.660534,-2.73029,-0.662482,1.36507,1.50431,1.19988e-06,0.911651,-0.91903
0.54,2.0,1.71376,-2.70944,-0.653224,-2.69928,-0.654865,1.37436,1.49512,7.37712e-07,0.89214,-0.916589
0.55,2.0,1.7031,-2.67917,-0.64599,-2.66912,-0.647863,1.3832,1.48595,1.06444e-06,0.879119,-0.917985
0.56,2.0,1.69433,-2.64879,-0.638733,-2.6383,-0.639941,1.3918,1.47674,1.18811e-06,0.873711,-0.924159
0.57,2.0,1.6842,-2.61876,-0.631561,-2.60859,-0.632916,1.4008,1.4675,6.70086e-07,0.84604,-0.925585
0.58,2.0,1.67654,-2.58844,-0.62432,-2.57776,-0.625579,1.40924,1.45824,9.44392e-07,0.829754,-0.926335
0.59,2.0,1.66843,-2.55817,-0.617091,-2.54788,-0.618237,1.41736,1.449,1.07902e-06,0.809747,-0.922821
0.6,2.0,1.65897,-2.52885,-0.610091,-2.51687,-0.610786,1.42615,1.4398,5.21123e-07,0.915694,-0.917046
0.61,2.0,1.65142,-2.49924,-0.603021,-2.48955,-0.604149,1.43532,1.43066,9.66658e-07,0.91601,-0.910497
0.62,2.0,1.64242,-2.4698,-0.595986,-2.46007,-0.597342,1.44464,1.42158,8.00875e-07,0.989128,-0.905533
0.63,2.0,1.63291,-2.4407,-0.589031,-2.43045,-0.589861,1.45453,1.41254,4.61848e-07,0.984258,-0.902536
0.64,2.0,1.62359,-2.41148,-0.58204,-2.40171,-0.583208,1.46426,1.40351,1.00915e-06,0.958913,-0.902768
0.65,2.0,1.61396,-2.38281,-0.575181,-2.37316,-0.576265,1.47362,1.39448,6.58759e-07,0.918896,-0.903586
0.66,2.0,1.60551,-2.35375,-0.568218,-2.34299,-0.569429,1.48256,1.38544,6.46792e-07,0.876956,-0.903901
0.67,2.0,1.59773,-2.32562,-0.561479,-2.31586,-0.562398,1.49132,1.37642,8.47689e-07,0.865176,-0.901921
0.68,2.0,1.58938,-2.29722,-0.55467,-2.28756,-0.555592,1.50049,1.36742,5.82186e-07,0.924011,-0.89793
0.69,2.0,1.58133,-2.26949,-0.548017,-2.2598,-0.549023,1.50961,1.35846,7.72901e-07,0.94034,-0.893106
0.7,2.0,1.57311,-2.24247,-0.541523,-2.23285,-0.54241,1.51885,1.34956,7.76314e-07,0.936304,-0.888259
0.71,2.0,1.56544,-2.2151,-0.534957,-2.20449,-0.535754,1.52805,1.34069,5.53655e-07,0.913558,-0.885264
0.72,2.0,1.55794,-2.18742,-0.528317,-2.17849,-0.529255,1.53716,1.33185,8.28934e-07,0.914624,-0.882905
0.73,2.0,1.54943,-2.16178,-0.52216,-2.15005,-0.522634,1.54618,1.32303,7.55389e-07,0.88864,-0.881082
0.74,2.0,1.54214,-2.13598,-0.515967,-2.12668,-0.51658,1.55515,1.31424,5.63538e-07,0.8802,-0.87829
0.75,2.0,1.53238,-2.1101,-0.509768,-2.09889,-0.510181,1.56395,1.30548,8.366e-07,0.873098,-0.873914
0.76,2.0,1.52418,-2.08415,-0.503594,-2.0735,-0.503842,1.5727,1.29677,7.35929e-07,0.845596,-0.867083
0.77,2.0,1.51767,-2.05943,-0.497664,-2.04643,-0.497458,1.58129,1.28814,1.37409e-06,0.841526,-0.857358
0.78,2.0,1.51071,-2.03452,-0.491699,-2.02171,-0.491622,1.58984,1.27962,9.80094e-07,0.82635,-0.846976
0.79,2.0,1.50561,-2.00963,-0.485729,-1.99803,-0.485678,1.59853,1.2712,8.68025e-07,0.913761,-0.834856
0.8,2.0,1.49992,-1.98343,-0.479417,-1.97226,-0.479549,1.60732,1.26289,5.36658e-07,0.881441,-0.826028
0.81,2.0,1.49428,-1.95756,-0.473175,-1.94657,-0.473403,1.6161,1.25466,1.02126e-06,0.905103,-0.817863
0.82,3.0,1.4876,-1.93216,-0.467004,-1.92317,-0.467385,1.62507,1.24648,1.44387e-06,0.85013,-0.817919
0.83,3.0,1.47441,-1.90848,-0.461299,-1.89788,-0.461526,1.63358,1.23829,1.03995e-06,0.887439,-0.822206
0.84,3.0,1.46469,-1.88451,-0.455552,-1.87423,-0.455732,1.64225,1.23002,6.08586e-07,0.876777,-0.832337
0.85,3.0,1.4571,-1.8605,-0.449768,-1.85024,-0.45019,1.65085,1.22166,1.05626e-06,0.85008,-0.843616
0.86,4.0,1.44831,-1.83564,-0.443727,-1.82624,-0.444254,1.6592,1.21318,1.50069e-06,0.831151,-0.85389
