t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.03035,-4.10982,-0.981212,-4.10292,-0.983995,1.00004,2.01095,0.0150309,0.00112129,-0.90378
0.02,1.0,2.02867,-4.10879,-0.980816,-4.10045,-0.983021,1.00016,2.00205,0.0129614,0.0134368,-0.895723
0.03,1.0,2.025,-4.10275,-0.979432,-4.09285,-0.981402,1.00029,1.99314,0.0105815,0.0130655,-0.892165
0.04,1.0,2.01927,-4.09276,-0.977138,-4.08297,-0.978764,1.00042,1.98417,0.00896984,0.0159084,-0.906368
0.05,1.0,2.01281,-4.08057,-0.974341,-4.07058,-0.97581,1.00054,1.97492,0.00758408,0.0160223,-0.948853
0.06,1.0,2.00617,-4.06683,-0.9712,-4.05418,-0.972589,1.00062,1.96532,0.00584979,0.00215568,-0.973487
0.07,1.0,1.99909,-4.0516,-0.967725,-4.04007,-0.968911,1.00061,1.95559,0.00426978,-0.00745895,-0.967726
0.08,1.0,1.99191,-4.03487,-0.963917,-4.02308,-0.964974,1.00057,1.94613,0.00243366,-0.00683553,-0.912824
0.09,1.0,1.98497,-4.01675,-0.959798,-4.00334,-0.960801,1.00051,1.93718,0.000596623,-0.0056222,-0.869569
0.1,1.0,1.97883,-3.99672,-0.955236,-3.98397,-0.956108,1.00048,1.92851,0.000265355,0.00288023,-0.864003
0.11,1.0,1.97597,-3.97864,-0.951137,-3.96612,-0.951886,1.00055,1.91951,0.000101384,0.0107193,-0.936857
0.12,1.0,1.97142,-3.95618,-0.945997,-3.94312,-0.946681,1.0007,1.9097,2.43335e-05,0.0171022,-1.04156
0.13,1.0,1.97047,-3.93532,-0.941246,-3.92191,-0.941857,1.0009,1.8989,5.92786e-05,0.0233826,-1.13697
0.14,1.0,1.96581,-3.9117,-0.935871,-3.89646,-0.936479,1.00111,1.88752,1.98343e-05,0.0250703,-1.14773
0.15,1.0,1.96224,-3.88816,-0.930519,-3.87423,-0.931102,1.0013,1.87621,2.12014e-05,0.0171112,-1.10856
0.16,1.0,1.96017,-3.86375,-0.924939,-3.85092,-0.925425,1.00153,1.86551,1.05995e-05,0.0191544,-1.02018
0.17,1.0,1.95835,-3.842,-0.920012,-3.82848,-0.920536,1.00173,1.85554,5.40968e-06,0.0214044,-0.968265
0.18,1.0,1.9569,-3.81859,-0.914678,-3.80413,-0.915191,1.00195,1.8459,4.0685e-06,0.0233503,-0.959921
0.19,1.0,1.95217,-3.79222,-0.908586,-3.77816,-0.909132,1.00221,1.83612,3.68032e-06,0.0260788,-0.998932
0.2,1.0,1.94766,-3.76545,-0.902395,-3.75151,-0.902816,1.00245,1.82602,6.22041e-06,0.02954,-1.02271
0.21,1.0,1.95018,-3.74038,-0.896649,-3.72709,-0.896893,1.01585,1.81578,5.21174e-06,2.47508,-1.02357
0.22,2.0,1.94847,-3.71366,-0.890573,-3.70038,-0.891516,1.00308,1.80562,2.4468e-06,0.0328259,-1.00992
0.23,1.0,1.94783,-3.68281,-0.883487,-3.66903,-0.883896,1.05069,1.7956,8.75436e-07,1.46929,-0.990883
0.24,1.0,1.9529,-3.65338,-0.876485,-3.63946,-0.87673,1.0662,1.78583,1.45666e-06,2.32561,-0.956798
0.25,1.0,1.94483,-3.62597,-0.869977,-3.61236,-0.870141,1.08004,1.77639,1.10746e-06,3.28225,-0.9278
0.26,2.0,1.92094,-3.5957,-0.862821,-3.5838,-0.865394,1.00473,1.76715,5.01548e-07,0.0526047,-0.919693
0.27,2.0,1.91177,-3.56779,-0.856341,-3.55561,-0.858897,1.0078,1.75786,1.16753e-06,3.08895,-0.941045
0.28,2.0,1.91895,-3.54517,-0.851205,-3.53089,-0.852856,1.03669,1.74838,5.01713e-07,3.0557,-0.953623
0.29,3.0,1.96275,-3.52181,-0.845996,-3.50231,-0.846507,1.02128,1.73884,6.54153e-07,3.76961,-0.951159
0.3,3.0,1.98043,-3.49289,-0.839564,-3.4723,-0.83961,1.05316,1.72937,9.12503e-07,3.53731,-0.943675
0.31,2.0,1.97803,-3.46233,-0.832774,-3.44352,-0.833087,1.13281,1.71991,1.20674e-06,3.1546,-0.951206
0.32,2.0,1.99003,-3.4308,-0.82549,-3.41296,-0.826303,1.17969,1.71031,2.30083e-07,4.4072,-0.971141
0.33,2.0,1.99863,-3.39926,-0.818084,-3.38483,-0.819452,1.193,1.70056,4.33855e-07,6.26421,-0.982243
0.34,4.0,1.99647,-3.36873,-0.810824,-3.35383,-0.812793,1.14562,1.6907,6.35186e-07,3.27951,-0.990416
0.35,3.0,1.98751,-3.3401,-0.804044,-3.32358,-0.805712,1.16126,1.68079,2.432e-07,2.50839,-0.993856
0.36,3.0,1.96047,-3.30765,-0.796286,-3.29279,-0.798212,1.16158,1.67086,2.12937e-07,1.59315,-0.992041
0.37,3.0,1.93407,-3.27652,-0.788858,-3.25998,-0.790782,1.1853,1.66099,1.24276e-06,2.11501,-0.98088
0.38,3.0,1.91011,-3.24606,-0.781641,-3.23003,-0.783537,1.20061,1.65125,1.01368e-06,1.45254,-0.964579
0.39,3.0,1.87917,-3.21378,-0.774037,-3.19784,-0.775797,1.21158,1.64166,1.37676e-06,0.354808,-0.951376
0.4,3.0,1.85675,-3.1756,-0.765021,-3.16194,-0.766663,1.22025,1.63217,1.31812e-06,0.418115,-0.944427
0.41,3.0,1.83441,-3.13867,-0.756185,-3.12639,-0.758218,1.22419,1.62271,1.262e-06,0.519824,-0.946946
0.42,3.0,1.81622,-3.10121,-0.747152,-3.08848,-0.749392,1.228,1.61322,1.22627e-06,0.162074,-0.951174
0.43,3.0,1.80164,-3.06413,-0.738203,-3.05262,-0.740709,1.23477,1.60367,1.18519e-06,0.702911,-0.959604
0.44,3.0,1.78618,-3.02659,-0.729138,-3.01347,-0.731232,1.24276,1.59403,1.16192e-06,0.871536,-0.970693
0.45,3.0,1.77358,-2.99071,-0.720443,-2.97785,-0.722275,1.25233,1.58426,1.1386e-06,1.05003,-0.986106
0.46,3.0,1.759,-2.95483,-0.711783,-2.94104,-0.71393,1.2617,1.57436,1.13001e-06,0.821818,-0.996367
0.47,3.0,1.74753,-2.91836,-0.702972,-2.90511,-0.705164,1.26996,1.56437,1.11375e-06,0.923955,-1.004
0.48,3.0,1.73534,-2.88273,-0.694374,-2.87051,-0.696469,1.27911,1.55434,1.11061e-06,0.851108,-1.00363
0.49,3.0,1.72334,-2.84776,-0.685942,-2.83744,-0.688083,1.2875,1.54435,1.10318e-06,0.805101,-0.994372
0.5,3.0,1.71054,-2.81359,-0.677729,-2.80193,-0.679578,1.29536,1.53448,9.45714e-07,0.766959,-0.978398
0.51,3.0,1.6975,-2.78037,-0.669758,-2.76578,-0.671376,1.30425,1.52478,1.05036e-06,0.833039,-0.959068
