t,n,ke,vcm,vc,vcm1,vc1,Rmax,Zmax,Zmin,vR,uH
0.0,1.0,2.05437,-4.12471,-0.977249,-4.12471,-0.988925,0.999963,2.0199,0.0200859,0.0,-0.438052
0.01,1.0,2.01545,-4.09671,-0.979413,-4.08456,-0.980927,1.00002,2.01096,0.0168369,0.00894737,-0.892787
0.02,1.0,2.01191,-4.09494,-0.977482,-4.08047,-0.978477,1.00006,2.002,0.0157753,0.0060688,-0.899059
0.03,1.0,2.00533,-4.08432,-0.974949,-4.06846,-0.97576,1.00011,1.99294,0.0153059,0.0068188,-0.91118
0.04,1.0,1.9983,-4.07183,-0.97197,-4.0566,-0.972568,1.00015,1.98376,0.0149851,0.00427254,-0.92279
0.05,1.0,1.99086,-4.05786,-0.968657,-4.04241,-0.969101,1.00021,1.97447,0.0147267,0.00402924,-0.934181
0.06,1.0,1.98266,-4.04166,-0.964841,-4.02437,-0.965201,1.00021,1.96509,0.0132678,0.00275939,-0.941862
0.07,1.0,1.9738,-4.02369,-0.96062,-4.0075,-0.960904,1.00027,1.95563,0.0118804,0.00418962,-0.947827
0.08,1.0,1.96435,-4.00409,-0.956022,-3.98873,-0.956238,1.00029,1.94612,0.0106842,0.00449182,-0.954028
0.09,1.0,1.9544,-3.98325,-0.951135,-3.96726,-0.951318,1.00038,1.93654,0.00966872,0.00750882,-0.961873
0.1,1.0,1.94411,-3.96122,-0.945969,-3.94494,-0.946094,1.00044,1.92689,0.00883448,0.00956151,-0.97014
0.11,1.0,1.93356,-3.93806,-0.94054,-3.92224,-0.940631,1.00056,1.91715,0.0081057,0.0123473,-0.978342
0.12,1.0,1.92275,-3.91416,-0.934933,-3.89891,-0.935001,1.0007,1.90733,0.00752549,0.0150646,-0.984996
0.13,1.0,1.91181,-3.88944,-0.929133,-3.87483,-0.92916,1.00084,1.89746,0.00704752,0.0172416,-0.990227
0.14,1.0,1.90074,-3.86407,-0.92318,-3.84794,-0.923166,1.00105,1.88755,0.00663254,0.0203661,-0.992425
0.15,1.0,1.88962,-3.8381,-0.917078,-3.82251,-0.917048,1.00126,1.87762,0.00628955,0.0236729,-0.992662
0.16,1.0,1.87857,-3.8118,-0.910901,-3.79682,-0.910849,1.0015,1.8677,0.00599612,0.0254202,-0.991927
0.17,1.0,1.86691,-3.78431,-0.904436,-3.77009,-0.904355,1.00179,1.85779,0.00574603,0.0290738,-0.989371
0.18,1.0,1.8543,-3.75516,-0.897574,-3.74005,-0.897493,1.00208,1.84791,0.00552382,0.0329207,-0.986671
0.19,1.0,1.84112,-3.72493,-0.890445,-3.70959,-0.890338,1.00242,1.83806,0.00533368,0.0350023,-0.98396
0.2,1.0,1.8281,-3.69514,-0.883416,-3.68063,-0.883321,1.0028,1.82823,0.00517406,0.0392356,-0.980821
0.21,1.0,1.81543,-3.66553,-0.876426,-3.65161,-0.876326,1.0032,1.81843,0.00503064,0.0436795,-0.978269
0.22,1.0,1.80277,-3.63568,-0.869375,-3.62135,-0.869257,1.00364,1.80866,0.00490211,0.0459935,-0.975778
0.23,1.0,1.79008,-3.60589,-0.862339,-3.59242,-0.862225,1.00414,1.79891,0.00479068,0.0507855,-0.973483
0.24,1.0,1.77741,-3.57565,-0.855193,-3.56156,-0.855014,1.00466,1.78919,0.00468654,0.0559668,-0.971
0.25,1.0,1.76476,-3.54527,-0.84801,-3.53222,-0.84782,1.00522,1.77949,0.00459487,0.0586183,-0.969322
0.26,1.0,1.75213,-3.51457,-0.840751,-3.50083,-0.840586,1.00586,1.7698,0.00450998,0.0642356,-0.967377
0.27,1.0,1.73949,-3.48391,-0.833497,-3.46975,-0.833318,1.00653,1.76014,0.00443168,0.0701375,-0.965559
0.28,1.0,1.72688,-3.45278,-0.826134,-3.43944,-0.825936,1.00723,1.75048,0.00436183,0.0765193,-0.964596
0.29,1.0,1.71431,-3.42168,-0.818769,-3.40827,-0.818567,1.00802,1.74084,0.00429317,0.0796703,-0.963476
0.3,1.0,1.70169,-3.39042,-0.811367,-3.37722,-0.811153,1.00887,1.73121,0.00423356,0.0865428,-0.962222
0.31,1.0,1.68908,-3.35901,-0.803926,-3.34514,-0.803692,1.00976,1.7216,0.00417318,0.0938542,-0.961122
0.32,1.0,1.67653,-3.32763,-0.79649,-3.31385,-0.796216,1.01072,1.71199,0.00411912,0.101605,-0.960611
0.33,1.0,1.66394,-3.29598,-0.788988,-3.28289,-0.788767,1.01175,1.70238,0.00406801,0.105173,-0.959512
0.34,1.0,1.65136,-3.26433,-0.781484,-3.24876,-0.781146,1.01288,1.69279,0.00401839,0.113589,-0.958708
0.35,1.0,1.63883,-3.23266,-0.773971,-3.2183,-0.773708,1.01408,1.68321,0.00397386,0.122484,-0.958409
0.36,1.0,1.62626,-3.20103,-0.766468,-3.18555,-0.76623,1.01536,1.67363,0.00393027,0.131914,-0.957279
0.37,1.0,1.61379,-3.16914,-0.758899,-3.15678,-0.758727,1.02686,1.66406,0.00388842,1.3237,-0.955976
0.38,1.0,1.60128,-3.13725,-0.751326,-3.125,-0.751223,1.03998,1.6545,0.00385031,1.2959,-0.955485
0.39,1.0,1.58882,-3.10572,-0.743838,-3.09401,-0.7436,1.05283,1.64495,0.00381538,1.2716,-0.954369
0.4,1.0,1.57632,-3.07407,-0.736323,-3.06226,-0.736147,1.06543,1.63542,0.00377887,1.24749,-0.952871
0.41,1.0,1.56404,-3.04207,-0.728721,-3.03014,-0.72866,1.07816,1.62589,0.0037452,1.22767,-0.951914
0.42,1.0,1.5514,-3.01025,-0.721158,-2.99775,-0.721121,1.08986,1.61638,0.0037141,1.2004,-0.950671
0.43,1.0,1.53898,-2.97855,-0.713624,-2.96602,-0.713418,1.10172,1.60688,0.00368528,1.17844,-0.948755
0.44,1.0,1.52655,-2.94675,-0.706064,-2.93329,-0.705736,1.11351,1.5974,0.00365689,1.17447,-0.947182
0.45,1.0,1.51417,-2.91513,-0.698543,-2.90239,-0.6984,1.1254,1.58794,0.00362841,1.14157,-0.945926
0.46,1.0,1.50201,-2.88365,-0.69104,-2.87392,-0.690978,1.13668,1.57849,0.0036018,1.12769,-0.944091
